,assembly,BGC,cblast_score,,
2906,45,scaffold_338,,,45_scaffold_338
2907,45,scaffold_378,,,45_scaffold_378
2908,45,scaffold_13,10149,,45_scaffold_13
2909,45,scaffold_29,7641,,45_scaffold_29
2910,45,scaffold_169,4129,,45_scaffold_169
2911,45,scaffold_400,7223,,45_scaffold_400
2912,45,scaffold_132,3082,,45_scaffold_132
2913,45,scaffold_666,8111,,45_scaffold_666
2914,45,scaffold_11,8231,,45_scaffold_11
2915,45,scaffold_506,4792,,45_scaffold_506
2916,45,scaffold_47,15552,,45_scaffold_47
2917,45,scaffold_30,439,,45_scaffold_30
2918,45,scaffold_442,5593,,45_scaffold_442
2919,32,scaffold_45,355,,32_scaffold_45
2920,32,scaffold_9,1277,,32_scaffold_9
2921,32,scaffold_69,5668,,32_scaffold_69
2922,32,scaffold_30,2472,,32_scaffold_30
2923,32,scaffold_434,1643,,32_scaffold_434
2924,32,scaffold_407,2520,,32_scaffold_407
2925,32,scaffold_34,3964,,32_scaffold_34
2926,32,scaffold_22,3116,,32_scaffold_22
2927,32,scaffold_202,3173,,32_scaffold_202
2928,32,scaffold_34,1477,,32_scaffold_34
2929,32,scaffold_1,6731,,32_scaffold_1
2930,32,scaffold_449,5433,,32_scaffold_449
2931,32,scaffold_409,,,32_scaffold_409
2932,32,scaffold_333,2028,,32_scaffold_333
2933,32,scaffold_158,3412,,32_scaffold_158
2934,32,scaffold_59,6120,,32_scaffold_59
2935,32,scaffold_344,5968,,32_scaffold_344
2936,32,scaffold_490,5147,,32_scaffold_490
2937,32,scaffold_68,3540,,32_scaffold_68
2938,32,scaffold_73,863,,32_scaffold_73
2939,32,scaffold_153,5436,,32_scaffold_153
2940,91,c00195_NODE,,,91_c00195_NODE
2941,300,scaffold_7,,,300_scaffold_7
2942,300,scaffold_6,,,300_scaffold_6
2943,300,scaffold_13,,,300_scaffold_13
2944,300,scaffold_2,,,300_scaffold_2
2945,294,scaffold_369,,,294_scaffold_369
2946,294,scaffold_429,,,294_scaffold_429
2947,294,scaffold_360,,,294_scaffold_360
2948,294,scaffold_112,3683,,294_scaffold_112
2949,294,scaffold_109,,,294_scaffold_109
2950,294,scaffold_362,1331,,294_scaffold_362
2951,294,scaffold_379,,,294_scaffold_379
2952,294,scaffold_41,,,294_scaffold_41
2953,294,scaffold_130,547,,294_scaffold_130
2954,294,scaffold_83,,,294_scaffold_83
2955,294,scaffold_798,,,294_scaffold_798
2956,294,scaffold_766,,,294_scaffold_766
2957,179,scaffold_4,,,179_scaffold_4
2958,179,scaffold_14,,,179_scaffold_14
2959,179,scaffold_5,,,179_scaffold_5
2960,104,scaffold_726,,,104_scaffold_726
2961,104,scaffold_46,3196,,104_scaffold_46
2962,104,scaffold_643,,,104_scaffold_643
2963,104,scaffold_306,,,104_scaffold_306
2964,104,scaffold_27,,,104_scaffold_27
2965,104,scaffold_31,1147,,104_scaffold_31
2966,104,scaffold_65,,,104_scaffold_65
2967,104,scaffold_344,,,104_scaffold_344
2968,104,scaffold_108,,,104_scaffold_108
2969,104,scaffold_14,,,104_scaffold_14
2970,104,scaffold_319,,,104_scaffold_319
2971,104,scaffold_38,1792,,104_scaffold_38
2972,104,scaffold_16,,,104_scaffold_16
2973,104,scaffold_107,,,104_scaffold_107
2974,104,scaffold_40,3285,,104_scaffold_40
2975,104,scaffold_37,,,104_scaffold_37
2976,104,scaffold_497,,,104_scaffold_497
2977,104,scaffold_355,,,104_scaffold_355
2978,104,scaffold_401,,,104_scaffold_401
2979,104,scaffold_98,,,104_scaffold_98
2980,104,scaffold_1,,,104_scaffold_1
2981,104,scaffold_593,1022,,104_scaffold_593
2982,104,scaffold_269,1441,,104_scaffold_269
2983,104,scaffold_3,,,104_scaffold_3
2984,104,scaffold_213,,,104_scaffold_213
2985,104,scaffold_376,980,,104_scaffold_376
2986,104,scaffold_663,,,104_scaffold_663
2987,104,scaffold_311,,,104_scaffold_311
2988,104,scaffold_196,,,104_scaffold_196
2989,104,scaffold_243,,,104_scaffold_243
2990,104,scaffold_47,2448,,104_scaffold_47
2991,104,scaffold_135,,,104_scaffold_135
2992,104,scaffold_138,,,104_scaffold_138
2993,104,scaffold_241,,,104_scaffold_241
2994,104,scaffold_515,790,,104_scaffold_515
2995,6,c00037_NODE,,,6_c00037_NODE
2996,6,c00002_NODE,,,6_c00002_NODE
2997,242,scaffold_186,,,242_scaffold_186
2998,242,scaffold_462,,,242_scaffold_462
2999,242,scaffold_229,,,242_scaffold_229
3000,242,scaffold_842,,,242_scaffold_842
3001,242,scaffold_1192,,,242_scaffold_1192
3002,242,scaffold_15,,,242_scaffold_15
3003,242,scaffold_696,,,242_scaffold_696
3004,242,scaffold_135,,,242_scaffold_135
3005,242,scaffold_487,,,242_scaffold_487
3006,242,scaffold_1297,,,242_scaffold_1297
3007,242,scaffold_17,,,242_scaffold_17
3008,242,scaffold_1262,,,242_scaffold_1262
3009,242,scaffold_41,,,242_scaffold_41
3010,242,scaffold_576,,,242_scaffold_576
3011,242,scaffold_485,,,242_scaffold_485
3012,242,scaffold_560,,,242_scaffold_560
3013,242,scaffold_1030,2744,,242_scaffold_1030
3014,242,scaffold_578,2491,,242_scaffold_578
3015,242,scaffold_75,1591,,242_scaffold_75
3016,242,scaffold_2,,,242_scaffold_2
3017,242,scaffold_278,,,242_scaffold_278
3018,242,scaffold_540,,,242_scaffold_540
3019,242,scaffold_219,4469,,242_scaffold_219
3020,242,scaffold_730,,,242_scaffold_730
3021,242,scaffold_402,,,242_scaffold_402
3022,242,scaffold_1022,877,,242_scaffold_1022
3023,242,scaffold_701,,,242_scaffold_701
3024,242,scaffold_27,5461,,242_scaffold_27
3025,242,scaffold_1321,2616,,242_scaffold_1321
3026,242,scaffold_67,,,242_scaffold_67
3027,242,scaffold_6,1269,,242_scaffold_6
3028,242,scaffold_204,,,242_scaffold_204
3029,242,scaffold_10,,,242_scaffold_10
3030,242,scaffold_1402,,,242_scaffold_1402
3031,242,scaffold_815,1629,,242_scaffold_815
3032,242,scaffold_129,,,242_scaffold_129
3033,242,scaffold_592,1955,,242_scaffold_592
3034,242,scaffold_4,,,242_scaffold_4
3035,345,scaffold_1601,454,,345_scaffold_1601
3036,345,scaffold_319,1378,,345_scaffold_319
3037,345,scaffold_734,4130,,345_scaffold_734
3038,345,scaffold_1176,1835,,345_scaffold_1176
3039,345,scaffold_506,2728,,345_scaffold_506
3040,345,scaffold_23,3595,,345_scaffold_23
3041,345,scaffold_78,1081,,345_scaffold_78
3042,345,scaffold_1527,,,345_scaffold_1527
3043,345,scaffold_1316,,,345_scaffold_1316
3044,345,scaffold_1879,,,345_scaffold_1879
3045,345,scaffold_1338,2093,,345_scaffold_1338
3046,345,scaffold_1076,,,345_scaffold_1076
3047,345,scaffold_681,3203,,345_scaffold_681
3048,345,scaffold_1285,,,345_scaffold_1285
3049,345,scaffold_485,1499,,345_scaffold_485
3050,345,scaffold_1165,,,345_scaffold_1165
3051,345,scaffold_522,1573,,345_scaffold_522
3052,345,scaffold_51,2176,,345_scaffold_51
3053,345,scaffold_2080,,,345_scaffold_2080
3054,345,scaffold_838,1026,,345_scaffold_838
3055,345,scaffold_1430,2044,,345_scaffold_1430
3056,345,scaffold_794,3196,,345_scaffold_794
3057,345,scaffold_497,2775,,345_scaffold_497
3058,345,scaffold_434,,,345_scaffold_434
3059,345,scaffold_1028,,,345_scaffold_1028
3060,345,scaffold_1243,2873,,345_scaffold_1243
3061,345,scaffold_1065,,,345_scaffold_1065
3062,345,scaffold_1831,,,345_scaffold_1831
3063,345,scaffold_15,,,345_scaffold_15
3064,47,scaffold_372,2552,,47_scaffold_372
3065,47,scaffold_4,3741,,47_scaffold_4
3066,47,scaffold_558,3048,,47_scaffold_558
3067,47,scaffold_411,4678,,47_scaffold_411
3068,47,scaffold_178,2716,,47_scaffold_178
3069,47,scaffold_464,,,47_scaffold_464
3070,47,scaffold_330,6138,,47_scaffold_330
3071,47,scaffold_298,579,,47_scaffold_298
3072,47,scaffold_602,4025,,47_scaffold_602
3073,47,scaffold_642,567,,47_scaffold_642
3074,47,scaffold_100,5211,,47_scaffold_100
3075,47,scaffold_121,1848,,47_scaffold_121
3076,47,scaffold_186,,,47_scaffold_186
3077,47,scaffold_336,4275,,47_scaffold_336
3078,47,scaffold_1027,,,47_scaffold_1027
3079,47,scaffold_1194,,,47_scaffold_1194
3080,47,scaffold_127,4129,,47_scaffold_127
3081,47,scaffold_780,4562,,47_scaffold_780
3082,47,scaffold_92,12310,,47_scaffold_92
3083,47,scaffold_505,2745,,47_scaffold_505
3084,47,scaffold_838,7881,,47_scaffold_838
3085,47,scaffold_52,1727,,47_scaffold_52
3086,47,scaffold_882,,,47_scaffold_882
3087,47,scaffold_931,630,,47_scaffold_931
3088,47,scaffold_631,3739,,47_scaffold_631
3089,47,scaffold_318,,,47_scaffold_318
3090,47,scaffold_173,8121,,47_scaffold_173
3091,47,scaffold_170,3662,,47_scaffold_170
3092,47,scaffold_228,580,,47_scaffold_228
3093,47,scaffold_30,8965,,47_scaffold_30
3094,47,scaffold_166,8913,,47_scaffold_166
3095,47,scaffold_685,8111,,47_scaffold_685
3096,47,scaffold_905,4725,,47_scaffold_905
3097,47,scaffold_1,4136,,47_scaffold_1
3098,47,scaffold_24,10149,,47_scaffold_24
3099,47,scaffold_1390,2835,,47_scaffold_1390
3100,47,scaffold_525,1888,,47_scaffold_525
3101,47,scaffold_1331,,,47_scaffold_1331
3102,47,scaffold_105,439,,47_scaffold_105
3103,47,scaffold_280,1212,,47_scaffold_280
3104,47,scaffold_83,4633,,47_scaffold_83
3105,47,scaffold_847,2248,,47_scaffold_847
3106,47,scaffold_412,6047,,47_scaffold_412
3107,47,scaffold_711,4792,,47_scaffold_711
3108,47,scaffold_7,7351,,47_scaffold_7
3109,47,scaffold_81,6665,,47_scaffold_81
3110,47,scaffold_425,1495,,47_scaffold_425
3111,30,scaffold_4,3158,,30_scaffold_4
3112,30,scaffold_25,3891,,30_scaffold_25
3113,30,scaffold_103,4644,,30_scaffold_103
3114,30,scaffold_179,5001,,30_scaffold_179
3115,30,scaffold_259,2278,,30_scaffold_259
3116,30,scaffold_10,8453,,30_scaffold_10
3117,30,scaffold_61,832,,30_scaffold_61
3118,30,scaffold_250,3597,,30_scaffold_250
3119,30,scaffold_169,4607,,30_scaffold_169
3120,30,scaffold_94,4029,,30_scaffold_94
3121,30,scaffold_82,891,,30_scaffold_82
3122,30,scaffold_42,401,,30_scaffold_42
3123,30,scaffold_1,14181,,30_scaffold_1
3124,30,scaffold_205,5350,,30_scaffold_205
3125,30,scaffold_58,2412,,30_scaffold_58
3126,30,scaffold_55,6382,,30_scaffold_55
3127,30,scaffold_3,2754,,30_scaffold_3
3128,30,scaffold_251,3527,,30_scaffold_251
3129,30,scaffold_22,2663,,30_scaffold_22
3130,30,scaffold_144,6200,,30_scaffold_144
3131,30,scaffold_45,5233,,30_scaffold_45
3132,30,scaffold_24,3259,,30_scaffold_24
3133,30,scaffold_91,1619,,30_scaffold_91
3134,30,scaffold_47,2338,,30_scaffold_47
3135,30,scaffold_116,6116,,30_scaffold_116
3136,30,scaffold_26,7406,,30_scaffold_26
3137,136,c00036_NODE,1133,,136_c00036_NODE
3138,313,c00010_NODE,1546,,313_c00010_NODE
3139,287,c00078_NODE,,,287_c00078_NODE
3140,11,scaffold_1279,768,,11_scaffold_1279
3141,11,scaffold_1675,,,11_scaffold_1675
3142,11,scaffold_121,,,11_scaffold_121
3143,11,scaffold_81,,,11_scaffold_81
3144,11,scaffold_203,5140,,11_scaffold_203
3145,11,scaffold_2485,,,11_scaffold_2485
3146,11,scaffold_2182,441,,11_scaffold_2182
3147,11,scaffold_712,,,11_scaffold_712
3148,11,scaffold_135,1536,,11_scaffold_135
3149,11,scaffold_1712,999,,11_scaffold_1712
3150,11,scaffold_868,,,11_scaffold_868
3151,11,scaffold_1900,,,11_scaffold_1900
3152,11,scaffold_430,,,11_scaffold_430
3153,11,scaffold_1056,,,11_scaffold_1056
3154,11,scaffold_303,,,11_scaffold_303
3155,11,scaffold_610,,,11_scaffold_610
3156,11,scaffold_251,4438,,11_scaffold_251
3157,11,scaffold_192,2408,,11_scaffold_192
3158,11,scaffold_1588,,,11_scaffold_1588
3159,11,scaffold_880,,,11_scaffold_880
3160,11,scaffold_780,,,11_scaffold_780
3161,11,scaffold_1840,,,11_scaffold_1840
3162,11,scaffold_756,1787,,11_scaffold_756
3163,11,scaffold_1099,,,11_scaffold_1099
3164,11,scaffold_26,294,,11_scaffold_26
3165,11,scaffold_1253,,,11_scaffold_1253
3166,11,scaffold_821,,,11_scaffold_821
3167,11,scaffold_206,,,11_scaffold_206
3168,11,scaffold_2129,,,11_scaffold_2129
3169,11,scaffold_1338,2576,,11_scaffold_1338
3170,11,scaffold_1363,1252,,11_scaffold_1363
3171,11,scaffold_795,,,11_scaffold_795
3172,11,scaffold_5,3641,,11_scaffold_5
3173,11,scaffold_630,,,11_scaffold_630
3174,11,scaffold_111,1801,,11_scaffold_111
3175,11,scaffold_2170,,,11_scaffold_2170
3176,11,scaffold_292,,,11_scaffold_292
3177,11,scaffold_1629,,,11_scaffold_1629
3178,11,scaffold_741,,,11_scaffold_741
3179,11,scaffold_2423,,,11_scaffold_2423
3180,11,scaffold_726,,,11_scaffold_726
3181,11,scaffold_2452,,,11_scaffold_2452
3182,11,scaffold_2064,,,11_scaffold_2064
3183,11,scaffold_1,,,11_scaffold_1
3184,11,scaffold_1053,1439,,11_scaffold_1053
3185,11,scaffold_2254,,,11_scaffold_2254
3186,11,scaffold_697,,,11_scaffold_697
3187,11,scaffold_1578,,,11_scaffold_1578
3188,66,scaffold_98,3598,,66_scaffold_98
3189,66,scaffold_181,,,66_scaffold_181
3190,66,scaffold_367,3865,,66_scaffold_367
3191,66,scaffold_58,2063,,66_scaffold_58
3192,66,scaffold_18,2727,,66_scaffold_18
3193,66,scaffold_95,720,,66_scaffold_95
3194,66,scaffold_1063,1434,,66_scaffold_1063
3195,66,scaffold_1,,,66_scaffold_1
3196,66,scaffold_238,,,66_scaffold_238
3197,66,scaffold_639,1128,,66_scaffold_639
3198,66,scaffold_183,,,66_scaffold_183
3199,66,scaffold_155,12691,,66_scaffold_155
3200,66,scaffold_410,2423,,66_scaffold_410
3201,66,scaffold_36,2787,,66_scaffold_36
3202,66,scaffold_246,,,66_scaffold_246
3203,66,scaffold_91,3084,,66_scaffold_91
3204,66,scaffold_105,,,66_scaffold_105
3205,66,scaffold_544,,,66_scaffold_544
3206,66,scaffold_129,2408,,66_scaffold_129
3207,66,scaffold_438,,,66_scaffold_438
3208,66,scaffold_1121,2111,,66_scaffold_1121
3209,66,scaffold_645,,,66_scaffold_645
3210,66,scaffold_191,,,66_scaffold_191
3211,66,scaffold_13,,,66_scaffold_13
3212,66,scaffold_204,,,66_scaffold_204
3213,66,scaffold_53,,,66_scaffold_53
3214,66,scaffold_292,,,66_scaffold_292
3215,66,scaffold_249,2260,,66_scaffold_249
3216,66,scaffold_170,,,66_scaffold_170
3217,66,scaffold_454,742,,66_scaffold_454
3218,66,scaffold_358,,,66_scaffold_358
3219,66,scaffold_27,,,66_scaffold_27
3220,66,scaffold_226,951,,66_scaffold_226
3221,66,scaffold_128,1690,,66_scaffold_128
3222,66,scaffold_251,,,66_scaffold_251
3223,66,scaffold_505,2412,,66_scaffold_505
3224,66,scaffold_1091,,,66_scaffold_1091
3225,66,scaffold_374,2017,,66_scaffold_374
3226,66,scaffold_420,,,66_scaffold_420
3227,66,scaffold_646,,,66_scaffold_646
3228,66,scaffold_272,,,66_scaffold_272
3229,66,scaffold_33,,,66_scaffold_33
3230,66,scaffold_224,,,66_scaffold_224
3231,66,scaffold_360,,,66_scaffold_360
3232,66,scaffold_186,,,66_scaffold_186
3233,66,scaffold_850,786,,66_scaffold_850
3234,66,scaffold_1034,,,66_scaffold_1034
3235,66,scaffold_262,,,66_scaffold_262
3236,66,scaffold_1252,,,66_scaffold_1252
3237,66,scaffold_23,4227,,66_scaffold_23
3238,66,scaffold_517,1158,,66_scaffold_517
3239,66,scaffold_255,,,66_scaffold_255
3240,66,scaffold_82,,,66_scaffold_82
3241,66,scaffold_2,,,66_scaffold_2
3242,66,scaffold_393,,,66_scaffold_393
3243,66,scaffold_385,,,66_scaffold_385
3244,66,scaffold_305,,,66_scaffold_305
3245,66,scaffold_868,370,,66_scaffold_868
3246,66,scaffold_297,,,66_scaffold_297
3247,66,scaffold_1314,,,66_scaffold_1314
3248,88,scaffold_755,2286,,88_scaffold_755
3249,88,scaffold_626,,,88_scaffold_626
3250,88,scaffold_533,1918,,88_scaffold_533
3251,88,scaffold_2127,,,88_scaffold_2127
3252,88,scaffold_630,,,88_scaffold_630
3253,88,scaffold_84,,,88_scaffold_84
3254,88,scaffold_509,,,88_scaffold_509
3255,88,scaffold_33,1225,,88_scaffold_33
3256,88,scaffold_210,2410,,88_scaffold_210
3257,88,scaffold_1950,,,88_scaffold_1950
3258,88,scaffold_90,2716,,88_scaffold_90
3259,88,scaffold_268,,,88_scaffold_268
3260,88,scaffold_377,2873,,88_scaffold_377
3261,88,scaffold_71,,,88_scaffold_71
3262,88,scaffold_1931,,,88_scaffold_1931
3263,88,scaffold_590,,,88_scaffold_590
3264,88,scaffold_613,,,88_scaffold_613
3265,88,scaffold_252,1857,,88_scaffold_252
3266,88,scaffold_386,2888,,88_scaffold_386
3267,88,scaffold_1281,,,88_scaffold_1281
3268,88,scaffold_1102,2722,,88_scaffold_1102
3269,88,scaffold_1199,,,88_scaffold_1199
3270,88,scaffold_390,,,88_scaffold_390
3271,88,scaffold_622,,,88_scaffold_622
3272,88,scaffold_141,3499,,88_scaffold_141
3273,88,scaffold_468,,,88_scaffold_468
3274,88,scaffold_181,1761,,88_scaffold_181
3275,88,scaffold_1,8076,,88_scaffold_1
3276,88,scaffold_37,2156,,88_scaffold_37
3277,88,scaffold_197,1918,,88_scaffold_197
3278,88,scaffold_2121,1207,,88_scaffold_2121
3279,88,scaffold_676,,,88_scaffold_676
3280,88,scaffold_389,2907,,88_scaffold_389
3281,88,scaffold_1391,,,88_scaffold_1391
3282,88,scaffold_38,,,88_scaffold_38
3283,88,scaffold_1786,,,88_scaffold_1786
3284,88,scaffold_115,990,,88_scaffold_115
3285,88,scaffold_872,,,88_scaffold_872
3286,88,scaffold_75,,,88_scaffold_75
3287,88,scaffold_3,4438,,88_scaffold_3
3288,88,scaffold_959,,,88_scaffold_959
3289,88,scaffold_942,,,88_scaffold_942
3290,88,scaffold_20,2204,,88_scaffold_20
3291,88,scaffold_1047,,,88_scaffold_1047
3292,88,scaffold_262,6431,,88_scaffold_262
3293,88,scaffold_536,,,88_scaffold_536
3294,88,scaffold_137,4101,,88_scaffold_137
3295,88,scaffold_387,1552,,88_scaffold_387
3296,88,scaffold_1328,,,88_scaffold_1328
3297,88,scaffold_873,1149,,88_scaffold_873
3298,88,scaffold_329,,,88_scaffold_329
3299,88,scaffold_2,2821,,88_scaffold_2
3300,88,scaffold_62,2509,,88_scaffold_62
3301,88,scaffold_2072,514,,88_scaffold_2072
3302,88,scaffold_1223,309,,88_scaffold_1223
3303,88,scaffold_297,,,88_scaffold_297
3304,88,scaffold_199,1255,,88_scaffold_199
3305,88,scaffold_1367,,,88_scaffold_1367
3306,88,scaffold_83,1609,,88_scaffold_83
3307,88,scaffold_436,524,,88_scaffold_436
3308,88,scaffold_1924,,,88_scaffold_1924
3309,88,scaffold_545,4416,,88_scaffold_545
3310,88,scaffold_287,,,88_scaffold_287
3311,88,scaffold_1929,,,88_scaffold_1929
3312,88,scaffold_4,5331,,88_scaffold_4
3313,88,scaffold_72,,,88_scaffold_72
3314,88,scaffold_1632,,,88_scaffold_1632
3315,88,scaffold_230,,,88_scaffold_230
3316,88,scaffold_125,,,88_scaffold_125
3317,88,scaffold_133,3631,,88_scaffold_133
3318,88,scaffold_173,3033,,88_scaffold_173
3319,88,scaffold_627,,,88_scaffold_627
3320,88,scaffold_48,,,88_scaffold_48
3321,88,scaffold_66,1457,,88_scaffold_66
3322,88,scaffold_992,,,88_scaffold_992
3323,88,scaffold_26,7127,,88_scaffold_26
3324,88,scaffold_1132,,,88_scaffold_1132
3325,88,scaffold_1815,,,88_scaffold_1815
3326,88,scaffold_320,1473,,88_scaffold_320
3327,88,scaffold_591,,,88_scaffold_591
3328,88,scaffold_150,,,88_scaffold_150
3329,88,scaffold_285,,,88_scaffold_285
3330,88,scaffold_526,,,88_scaffold_526
3331,88,scaffold_47,,,88_scaffold_47
3332,88,scaffold_11,3251,,88_scaffold_11
3333,88,scaffold_716,944,,88_scaffold_716
3334,319,scaffold_413,1096,,319_scaffold_413
3335,319,scaffold_623,,,319_scaffold_623
3336,319,scaffold_978,,,319_scaffold_978
3337,319,scaffold_576,3081,,319_scaffold_576
3338,319,scaffold_180,2151,,319_scaffold_180
3339,319,scaffold_654,,,319_scaffold_654
3340,319,scaffold_771,3847,,319_scaffold_771
3341,319,scaffold_744,3934,,319_scaffold_744
3342,319,scaffold_388,,,319_scaffold_388
3343,319,scaffold_765,1896,,319_scaffold_765
3344,319,scaffold_470,4840,,319_scaffold_470
3345,319,scaffold_600,,,319_scaffold_600
3346,319,scaffold_927,726,,319_scaffold_927
3347,319,scaffold_1279,,,319_scaffold_1279
3348,319,scaffold_1084,3424,,319_scaffold_1084
3349,319,scaffold_420,4305,,319_scaffold_420
3350,319,scaffold_104,869,,319_scaffold_104
3351,319,scaffold_476,8648,,319_scaffold_476
3352,319,scaffold_1102,,,319_scaffold_1102
3353,319,scaffold_604,,,319_scaffold_604
3354,319,scaffold_190,5248,,319_scaffold_190
3355,319,scaffold_185,2321,,319_scaffold_185
3356,319,scaffold_987,2067,,319_scaffold_987
3357,319,scaffold_589,1918,,319_scaffold_589
3358,319,scaffold_193,1186,,319_scaffold_193
3359,319,scaffold_1085,,,319_scaffold_1085
3360,319,scaffold_1048,,,319_scaffold_1048
3361,319,scaffold_15,6904,,319_scaffold_15
3362,319,scaffold_212,7179,,319_scaffold_212
3363,319,scaffold_249,2861,,319_scaffold_249
3364,319,scaffold_567,,,319_scaffold_567
3365,319,scaffold_972,5110,,319_scaffold_972
3366,319,scaffold_39,2229,,319_scaffold_39
3367,319,scaffold_3,,,319_scaffold_3
3368,319,scaffold_958,2324,,319_scaffold_958
3369,319,scaffold_371,,,319_scaffold_371
3370,319,scaffold_141,4534,,319_scaffold_141
3371,319,scaffold_428,5889,,319_scaffold_428
3372,319,scaffold_468,6787,,319_scaffold_468
3373,319,scaffold_1129,,,319_scaffold_1129
3374,319,scaffold_69,8334,,319_scaffold_69
3375,319,scaffold_200,6781,,319_scaffold_200
3376,319,scaffold_333,3348,,319_scaffold_333
3377,319,scaffold_328,6602,,319_scaffold_328
3378,319,scaffold_872,4650,,319_scaffold_872
3379,319,scaffold_848,,,319_scaffold_848
3380,319,scaffold_406,3300,,319_scaffold_406
3381,319,scaffold_853,2435,,319_scaffold_853
3382,319,scaffold_888,,,319_scaffold_888
3383,214,scaffold_215,,,214_scaffold_215
3384,214,scaffold_7,,,214_scaffold_7
3385,214,scaffold_26,,,214_scaffold_26
3386,214,scaffold_224,,,214_scaffold_224
3387,214,scaffold_113,,,214_scaffold_113
3388,214,scaffold_10,,,214_scaffold_10
3389,214,scaffold_267,,,214_scaffold_267
3390,214,scaffold_38,,,214_scaffold_38
3391,214,scaffold_16,,,214_scaffold_16
3392,214,scaffold_162,,,214_scaffold_162
3393,117,c00049_NODE,,,117_c00049_NODE
3394,160,scaffold_1310,1274,,160_scaffold_1310
3395,160,scaffold_623,269,,160_scaffold_623
3396,160,scaffold_1492,,,160_scaffold_1492
3397,160,scaffold_675,1852,,160_scaffold_675
3398,160,scaffold_752,,,160_scaffold_752
3399,160,scaffold_585,3880,,160_scaffold_585
3400,160,scaffold_1286,2019,,160_scaffold_1286
3401,160,scaffold_152,3865,,160_scaffold_152
3402,160,scaffold_1987,2259,,160_scaffold_1987
3403,160,scaffold_1206,2626,,160_scaffold_1206
3404,160,scaffold_360,1999,,160_scaffold_360
3405,160,scaffold_288,1214,,160_scaffold_288
3406,160,scaffold_737,4755,,160_scaffold_737
3407,160,scaffold_4,5371,,160_scaffold_4
3408,160,scaffold_743,465,,160_scaffold_743
3409,160,scaffold_1593,300,,160_scaffold_1593
3410,160,scaffold_701,,,160_scaffold_701
3411,160,scaffold_645,373,,160_scaffold_645
3412,160,scaffold_235,2522,,160_scaffold_235
3413,160,scaffold_101,2007,,160_scaffold_101
3414,160,scaffold_1844,780,,160_scaffold_1844
3415,160,scaffold_84,1526,,160_scaffold_84
3416,160,scaffold_1712,,,160_scaffold_1712
3417,160,scaffold_89,1116,,160_scaffold_89
3418,160,scaffold_519,4084,,160_scaffold_519
3419,160,scaffold_115,1813,,160_scaffold_115
3420,184,scaffold_117,1388,,184_scaffold_117
3421,184,scaffold_35,2081,,184_scaffold_35
3422,184,scaffold_662,4021,,184_scaffold_662
3423,184,scaffold_1029,,,184_scaffold_1029
3424,184,scaffold_195,1634,,184_scaffold_195
3425,184,scaffold_162,,,184_scaffold_162
3426,184,scaffold_1449,,,184_scaffold_1449
3427,184,scaffold_446,741,,184_scaffold_446
3428,184,scaffold_788,,,184_scaffold_788
3429,184,scaffold_10,,,184_scaffold_10
3430,184,scaffold_437,,,184_scaffold_437
3431,184,scaffold_7,9546,,184_scaffold_7
3432,184,scaffold_164,471,,184_scaffold_164
3433,184,scaffold_630,,,184_scaffold_630
3434,184,scaffold_718,,,184_scaffold_718
3435,184,scaffold_478,,,184_scaffold_478
3436,184,scaffold_645,,,184_scaffold_645
3437,184,scaffold_191,1817,,184_scaffold_191
3438,184,scaffold_1020,,,184_scaffold_1020
3439,184,scaffold_1082,,,184_scaffold_1082
3440,184,scaffold_144,2531,,184_scaffold_144
3441,184,scaffold_1358,,,184_scaffold_1358
3442,184,scaffold_288,6708,,184_scaffold_288
3443,184,scaffold_110,,,184_scaffold_110
3444,184,scaffold_190,,,184_scaffold_190
3445,184,scaffold_137,,,184_scaffold_137
3446,184,scaffold_39,3985,,184_scaffold_39
3447,184,scaffold_408,,,184_scaffold_408
3448,184,scaffold_121,3229,,184_scaffold_121
3449,184,scaffold_1680,,,184_scaffold_1680
3450,184,scaffold_659,,,184_scaffold_659
3451,184,scaffold_15,,,184_scaffold_15
3452,184,scaffold_1044,,,184_scaffold_1044
3453,184,scaffold_313,,,184_scaffold_313
3454,184,scaffold_60,3458,,184_scaffold_60
3455,184,scaffold_36,808,,184_scaffold_36
3456,184,scaffold_276,995,,184_scaffold_276
3457,184,scaffold_241,,,184_scaffold_241
3458,184,scaffold_114,,,184_scaffold_114
3459,184,scaffold_656,,,184_scaffold_656
3460,184,scaffold_696,,,184_scaffold_696
3461,54,c00012_NODE,,,54_c00012_NODE
3462,23,scaffold_505,3877,,23_scaffold_505
3463,23,scaffold_19,2021,,23_scaffold_19
3464,23,scaffold_184,1869,,23_scaffold_184
3465,23,scaffold_112,16706,,23_scaffold_112
3466,23,scaffold_38,6300,,23_scaffold_38
3467,23,scaffold_270,3772,,23_scaffold_270
3468,23,scaffold_802,885,,23_scaffold_802
3469,23,scaffold_186,2718,,23_scaffold_186
3470,23,scaffold_90,5163,,23_scaffold_90
3471,23,scaffold_642,3095,,23_scaffold_642
3472,23,scaffold_159,1388,,23_scaffold_159
3473,23,scaffold_348,2015,,23_scaffold_348
3474,23,scaffold_28,3570,,23_scaffold_28
3475,23,scaffold_522,1505,,23_scaffold_522
3476,23,scaffold_66,2643,,23_scaffold_66
3477,23,scaffold_47,2922,,23_scaffold_47
3478,23,scaffold_101,2850,,23_scaffold_101
3479,23,scaffold_179,1830,,23_scaffold_179
