Accession,Hit,Score,Database,Assembly
AnigIFM60653_005122,PAXG_swissprot,514.6,57,GCA_027924005
GIQ15_05276,PAXG_swissprot,506.9,57,GCA_011692745
CU097_002247,PAXG_swissprot,473.4,57,GCA_003325435
CU097_012951,PAXG_swissprot,461.9,57,GCA_003325435
CU097_013278,PAXG_swissprot,461.0,57,GCA_003325435
G6F29_008353,PAXG_swissprot,458.3,57,GCA_011952175
HBI36_077740,PAXG_swissprot,470.5,57,GCA_020580425
KXV65_008901,PAXM_swissprot,646.1,57,GCA_020500285
KXV65_001688,PAXM_swissprot,638.3,57,GCA_020500285
KXV65_005177,PAXM_swissprot,610.6,57,GCA_020500285
KXV65_008899,PAXG_swissprot,539.3,57,GCA_020500285
KXV65_003686,PAXG_swissprot,511.8,57,GCA_020500285
KXV65_001689,PAXB_swissprot,297.9,57,GCA_020500285
AOL_s00075g207,PAXG_swissprot,490.5,57,GCA_000225545
LAJ45_09896,PAXM_swissprot,575.9,57,GCA_003444635
LAJ45_07793,PAXM_swissprot,533.3,57,GCA_003444635
LAJ45_10994,PAXG_swissprot,491.6,57,GCA_003444635
KXW15_004151,PAXM_swissprot,646.1,57,GCA_020502215
KXW15_007547,PAXM_swissprot,610.2,57,GCA_020502215
KXW15_005565,PAXG_swissprot,537.1,57,GCA_020502215
KXW15_000625,PAXG_swissprot,511.8,57,GCA_020502215
KXW15_007414,PAXB_swissprot,297.9,57,GCA_020502215
MMC20_007479,PAXG_swissprot,515.1,57,GCA_022814175
F5Y11DRAFT_245711,PAXG_swissprot,528.6,57,GCA_025201765
KC322_g5124,PAXG_swissprot,453.5,57,GCA_024762025
J4E86_002363,PAXG_swissprot,467.1,57,GCA_024043155
IWW37_005825,PAXG_swissprot,421.1,57,GCA_027578835
DL762_001874,PAXG_swissprot,528.7,57,GCA_004154925
DL762_000612,PAXG_swissprot,523.6,57,GCA_004154925
BGW42_002113,PAXG_swissprot,432.1,57,GCA_016098135
F4825DRAFT_294552,PAXG_swissprot,523.2,57,GCA_022578665
F4825DRAFT_161398,PAXG_swissprot,483.1,57,GCA_022578665
GGS22DRAFT_161174,PAXG_swissprot,541.5,57,GCA_022496945
KXV49_009146,PAXM_swissprot,610.2,57,GCA_020502235
KXV49_000165,PAXM_swissprot,602.2,57,GCA_020502235
KXV49_004206,PAXM_swissprot,599.9,57,GCA_020502235
KXV49_005563,PAXG_swissprot,539.2,57,GCA_020502235
KXV49_004905,PAXG_swissprot,511.8,57,GCA_020502235
KXV49_000166,PAXB_swissprot,293.7,57,GCA_020502235
A1Q1_04001,PAXG_swissprot,417.0,57,GCA_000293215
G7Y79_00001g000970,PAXG_swissprot,516.7,57,GCA_018902385
DM02DRAFT_575351,PAXM_swissprot,563.1,57,GCA_003073855
DM02DRAFT_613632,PAXG_swissprot,456.8,57,GCA_003073855
DM02DRAFT_534371,PAXG_swissprot,453.4,57,GCA_003073855
KXV46_008502,PAXM_swissprot,637.8,57,GCA_020500475
KXV46_001060,PAXM_swissprot,610.2,57,GCA_020500475
KXV46_009383,PAXM_swissprot,600.5,57,GCA_020500475
KXV46_009385,PAXG_swissprot,539.2,57,GCA_020500475
KXV46_008850,PAXG_swissprot,511.8,57,GCA_020500475
KXV46_008503,PAXB_swissprot,293.7,57,GCA_020500475
IW139_001669,PAXG_swissprot,430.4,57,GCA_027577855
M1812_006036,PAXG_swissprot,532.0,57,GCA_026023815
PV08_08626,PAXG_swissprot,523.3,57,GCA_000836115
BD560DRAFT_351710,PAXG_swissprot,464.3,57,GCA_025331445
BD560DRAFT_379844,PAXG_swissprot,444.2,57,GCA_025331445
IL306_003556,PAXG_swissprot,536.2,57,GCA_014764975
IL306_014872,PAXG_swissprot,536.2,57,GCA_014764975
LOZ00_003526,PAXM_swissprot,528.6,57,GCA_022831535
LOZ00_006544,PAXG_swissprot,511.4,57,GCA_022831535
LOZ39_005314,PAXM_swissprot,528.6,57,GCA_022830395
LOZ39_006684,PAXG_swissprot,511.4,57,GCA_022830395
KC321_g17225,PAXG_swissprot,455.0,57,GCA_024761095
AFUA_8G02380,PAXM_swissprot,646.1,57,GCA_000002655
AFUA_6G13970,PAXM_swissprot,638.3,57,GCA_000002655
AFUA_7G00270,PAXM_swissprot,610.4,57,GCA_000002655
AFUA_8G02400,PAXG_swissprot,539.3,57,GCA_000002655
AFUA_1G13160,PAXG_swissprot,511.8,57,GCA_000002655
AFUA_6G13950,PAXB_swissprot,297.9,57,GCA_000002655
DV737_g4823,PAXG_swissprot,503.2,57,GCA_003709865
LW94_2107,PAXG_swissprot,538.0,57,GCA_001023065
EV356DRAFT_502293,PAXG_swissprot,510.2,57,GCA_010094025
EV356DRAFT_444113,PAXG_swissprot,488.1,57,GCA_010094025
MMC27_002126,PAXG_swissprot,524.0,57,GCA_022813845
S7711_04598,PAXG_swissprot,529.0,57,GCA_000730325
NM208_g17066,PAXG_swissprot,542.5,57,GCA_027627305
HBI33_132660,PAXG_swissprot,470.5,57,GCA_020574405
KXX10_009482,PAXM_swissprot,646.9,57,GCA_020498945
KXX10_004252,PAXM_swissprot,638.3,57,GCA_020498945
KXX10_001238,PAXM_swissprot,610.4,57,GCA_020498945
KXX10_009484,PAXG_swissprot,539.2,57,GCA_020498945
KXX10_001650,PAXG_swissprot,511.8,57,GCA_020498945
KXX10_004253,PAXB_swissprot,293.7,57,GCA_020498945
BXZ70DRAFT_926237,PAXG_swissprot,415.7,57,GCA_021029105
C1H76_9625,PAXG_swissprot,520.2,57,GCA_005382405
BDY17DRAFT_245769,PAXG_swissprot,508.8,57,GCA_010093505
D6C97_01647,PAXG_swissprot,513.7,57,GCA_004917665
A7C99_1762,PAXG_swissprot,500.6,57,GCA_001651445
CBS147344_4362,PAXC_swissprot,652.6,57,GCA_023137865
CBS147344_8883,PAXC_swissprot,562.9,57,GCA_023137865
CBS147344_8884,PAXM_swissprot,632.0,57,GCA_023137865
CBS147344_9899,PAXG_swissprot,513.7,57,GCA_023137865
E8E11_011785,PAXG_swissprot,477.2,57,GCA_011058865
KCU76_g19127,PAXG_swissprot,516.8,57,GCA_019924195
KCU76_g19130,PAXG_swissprot,514.5,57,GCA_019924195
E4U21_003546,PAXG_swissprot,517.1,57,GCA_018360255
E4U21_006788,PAXG_swissprot,442.3,57,GCA_018360255
KXW29_007212,PAXM_swissprot,646.1,57,GCA_020501765
KXW29_000186,PAXM_swissprot,610.2,57,GCA_020501765
KXW29_007210,PAXG_swissprot,539.3,57,GCA_020501765
KXW29_004709,PAXG_swissprot,511.8,57,GCA_020501765
KXW29_000362,PAXB_swissprot,293.7,57,GCA_020501765
DE146DRAFT_459836,PAXM_swissprot,476.8,57,GCA_020747045
DE146DRAFT_223338,PAXG_swissprot,467.1,57,GCA_020747045
LPJ72_004643,PAXG_swissprot,418.7,57,GCA_027595805
C356_05185,PAXG_swissprot,413.2,57,GCA_002215855
CBS147320_7601,PAXC_swissprot,654.0,57,GCA_023134415
CBS147320_4851,PAXC_swissprot,562.9,57,GCA_023134415
CBS147320_4850,PAXM_swissprot,679.3,57,GCA_023134415
CBS147320_10343,PAXG_swissprot,513.7,57,GCA_023134415
HBI68_041440,PAXG_swissprot,470.5,57,GCA_020579825
CSIM01_12547,PAXG_swissprot,526.9,57,GCA_001563135
LW93_11852,PAXG_swissprot,538.0,57,GCA_001023035
HBI56_089140,PAXG_swissprot,470.5,3,GCA_020581045
AKAW_10670,PAXC_swissprot,571.0,3,GCA_000239835
AKAW_02100,PAXC_swissprot,562.9,3,GCA_000239835
AKAW_02102,PAXM_swissprot,665.8,3,GCA_000239835
AKAW_07200,PAXM_swissprot,505.0,3,GCA_000239835
AKAW_06667,PAXG_swissprot,516.5,3,GCA_000239835
AKAW_10669,PAXG_swissprot,479.8,3,GCA_000239835
AKAW_02101,PAXB_swissprot,323.9,3,GCA_000239835
D6C82_03586,PAXG_swissprot,513.7,3,GCA_004918145
CBS147333_1805,PAXC_swissprot,615.8,3,GCA_023138015
CBS147333_7216,PAXM_swissprot,710.9,3,GCA_023138015
CBS147333_1803,PAXM_swissprot,648.0,3,GCA_023138015
CBS147333_1802,PAXG_swissprot,518.4,3,GCA_023138015
CBS147333_5289,PAXG_swissprot,502.5,3,GCA_023138015
CBS147333_1804,PAXB_swissprot,396.9,3,GCA_023138015
FB192DRAFT_1383675,PAXG_swissprot,471.3,3,GCA_010203745
FB192DRAFT_1367594,PAXG_swissprot,449.3,3,GCA_010203745
AARAC_005195,PAXC_swissprot,551.1,3,GCA_002749805
AARAC_005194,PAXM_swissprot,713.2,3,GCA_002749805
AARAC_001168,PAXM_swissprot,619.0,3,GCA_002749805
AARAC_008027,PAXG_swissprot,521.2,3,GCA_002749805
AARAC_000095,PAXG_swissprot,496.4,3,GCA_002749805
AARAC_006611,PAXG_swissprot,491.3,3,GCA_002749805
AARAC_003258,PAXB_swissprot,420.4,3,GCA_002749805
BO71DRAFT_456637,PAXC_swissprot,562.3,3,GCA_003184645
BO71DRAFT_456636,PAXM_swissprot,676.7,3,GCA_003184645
BO71DRAFT_392985,PAXM_swissprot,495.2,3,GCA_003184645
BO71DRAFT_395201,PAXG_swissprot,509.0,3,GCA_003184645
BO71DRAFT_329378,PAXB_swissprot,323.8,3,GCA_003184645
IWW50_001664,PAXG_swissprot,429.0,3,GCA_027579345
BC833DRAFT_541290,PAXG_swissprot,413.6,3,GCA_025399215
CNI00090,PAXG_swissprot,411.7,3,GCA_000091045
FRC20_006714,PAXG_swissprot,430.1,3,GCA_019627745
EPUS_08704,PAXM_swissprot,551.2,3,GCA_000464535
EPUS_08319,PAXG_swissprot,429.9,3,GCA_000464535
VFPBJ_09911,PAXG_swissprot,511.5,3,GCA_001653205
BDV30DRAFT_229546,PAXC_swissprot,645.8,3,GCA_009176455
BDV30DRAFT_229545,PAXM_swissprot,679.2,3,GCA_009176455
BDV30DRAFT_249706,PAXM_swissprot,615.3,3,GCA_009176455
BDV30DRAFT_250474,PAXM_swissprot,492.2,3,GCA_009176455
BDV30DRAFT_251417,PAXG_swissprot,516.7,3,GCA_009176455
BDV30DRAFT_1790,PAXG_swissprot,515.3,3,GCA_009176455
BDV30DRAFT_236169,PAXG_swissprot,493.2,3,GCA_009176455
BDV30DRAFT_249465,PAXB_swissprot,424.9,3,GCA_009176455
E4U23_007510,PAXM_swissprot,571.4,3,GCA_018360975
E4U23_003686,PAXG_swissprot,515.6,3,GCA_018360975
E4U23_007507,PAXB_swissprot,358.1,3,GCA_018360975
CP532_3105,PAXM_swissprot,564.7,3,GCA_003339455
CP532_5879,PAXM_swissprot,511.6,3,GCA_003339455
CP532_3104,PAXG_swissprot,507.4,3,GCA_003339455
CP532_2736,PAXG_swissprot,502.9,3,GCA_003339455
CP532_3092,PAXB_swissprot,373.2,3,GCA_003339455
H634G_09741,PAXM_swissprot,608.2,3,GCA_000426965
H634G_08383,PAXG_swissprot,548.1,3,GCA_000426965
H634G_10082,PAXG_swissprot,532.9,3,GCA_000426965
H634G_08714,PAXG_swissprot,524.7,3,GCA_000426965
H634G_08384,PAXB_swissprot,437.5,3,GCA_000426965
H634G_10081,PAXB_swissprot,384.6,3,GCA_000426965
FDECE_12973,PAXG_swissprot,543.1,3,GCA_013266205
JX266_003943,PAXG_swissprot,534.5,3,GCA_022829225
ALT_9421,PAXM_swissprot,642.4,3,GCA_001445615
ALT_1002,PAXM_swissprot,633.3,3,GCA_001445615
ALT_2727,PAXM_swissprot,583.0,3,GCA_001445615
ALT_9420,PAXG_swissprot,530.8,3,GCA_001445615
ALT_7954,PAXG_swissprot,513.1,3,GCA_001445615
ALT_0107,PAXG_swissprot,492.2,3,GCA_001445615
ALT_1003,PAXB_swissprot,293.0,3,GCA_001445615
CNMCM6457_000920,PAXC_swissprot,606.7,3,GCA_012656295
CNMCM6457_007709,PAXM_swissprot,644.2,3,GCA_012656295
CNMCM6457_000922,PAXM_swissprot,635.6,3,GCA_012656295
CNMCM6457_001676,PAXM_swissprot,629.6,3,GCA_012656295
CNMCM6457_007123,PAXM_swissprot,615.6,3,GCA_012656295
CNMCM6457_007710,PAXG_swissprot,539.7,3,GCA_012656295
CNMCM6457_006748,PAXG_swissprot,512.4,3,GCA_012656295
CNMCM6457_007128,PAXB_swissprot,338.7,3,GCA_012656295
CNMCM6457_001677,PAXB_swissprot,299.4,3,GCA_012656295
MMC30_000467,PAXM_swissprot,671.4,3,GCA_022813945
MMC30_000461,PAXG_swissprot,485.7,3,GCA_022813945
MMC30_000466,PAXB_swissprot,386.1,3,GCA_022813945
IFM60648_05501,PAXM_swissprot,636.5,3,GCA_010724575
IFM60648_03630,PAXM_swissprot,618.2,3,GCA_010724575
IFM60648_09112,PAXM_swissprot,617.9,3,GCA_010724575
IFM60648_05500,PAXG_swissprot,540.2,3,GCA_010724575
IFM60648_02192,PAXG_swissprot,513.0,3,GCA_010724575
IFM60648_09891,PAXG_swissprot,491.6,3,GCA_010724575
IFM60648_09113,PAXB_swissprot,294.0,3,GCA_010724575
FGRAMCML3066_01t15719.1,PAXM_swissprot,670.2,3,GCA_900073075
FGRAMCML3066_01t15711.1,PAXG_swissprot,542.9,3,GCA_900073075
FGRAMCML3066_01t07329.1,PAXG_swissprot,536.3,3,GCA_900073075
FGRAMCML3066_01t15717.1,PAXB_swissprot,439.0,3,GCA_900073075
ASPWEDRAFT_105592,PAXM_swissprot,691.1,3,GCA_001890725
ASPWEDRAFT_740865,PAXM_swissprot,497.0,3,GCA_001890725
ASPWEDRAFT_111452,PAXG_swissprot,513.1,3,GCA_001890725
BDZ85DRAFT_203148,PAXG_swissprot,515.6,3,GCA_010093995
KCU71_g19216,PAXG_swissprot,514.6,3,GCA_019924875
KCU71_g15432,PAXG_swissprot,514.5,3,GCA_019924875
Z519_06896,PAXG_swissprot,507.5,3,GCA_000835475
HBI78_086850,PAXG_swissprot,470.5,3,GCA_020572995
AFGD_010851,PAXC_swissprot,555.1,3,GCA_002443195
AFGD_010850,PAXM_swissprot,713.5,3,GCA_002443195
AFGD_003652,PAXM_swissprot,618.6,3,GCA_002443195
AFGD_009028,PAXM_swissprot,506.7,3,GCA_002443195
AFGD_010852,PAXG_swissprot,546.5,3,GCA_002443195
AFGD_008384,PAXG_swissprot,521.9,3,GCA_002443195
AFGD_000285,PAXG_swissprot,515.3,3,GCA_002443195
AFGD_000867,PAXG_swissprot,492.0,3,GCA_002443195
AFGD_008975,PAXB_swissprot,427.8,3,GCA_002443195
BDV34DRAFT_216682,PAXC_swissprot,638.7,3,GCA_009176385
BDV34DRAFT_237870,PAXM_swissprot,689.4,3,GCA_009176385
BDV34DRAFT_232595,PAXM_swissprot,613.9,3,GCA_009176385
BDV34DRAFT_228435,PAXM_swissprot,507.0,3,GCA_009176385
BDV34DRAFT_150570,PAXG_swissprot,520.2,3,GCA_009176385
BDV34DRAFT_219954,PAXG_swissprot,513.9,3,GCA_009176385
BDV34DRAFT_222857,PAXG_swissprot,494.0,3,GCA_009176385
BDV34DRAFT_235663,PAXB_swissprot,423.6,3,GCA_009176385
E4U26_007585,PAXM_swissprot,571.4,3,GCA_018360675
E4U26_002702,PAXG_swissprot,515.6,3,GCA_018360675
E4U26_007582,PAXB_swissprot,357.5,3,GCA_018360675
PUNSTDRAFT_127324,PAXG_swissprot,418.9,3,GCA_000264995
KXW29_007212,PAXM_swissprot,646.1,3,GCA_020501765
KXW29_000186,PAXM_swissprot,610.2,3,GCA_020501765
KXW29_007210,PAXG_swissprot,539.3,3,GCA_020501765
KXW29_004709,PAXG_swissprot,511.8,3,GCA_020501765
KXW29_000362,PAXB_swissprot,293.7,3,GCA_020501765
MMYC01_208090,PAXG_swissprot,537.5,3,GCA_001275765
D6C80_02874,PAXG_swissprot,513.7,3,GCA_004918245
KXV58_006540,PAXM_swissprot,638.3,3,GCA_020500655
KXV58_008299,PAXM_swissprot,610.2,3,GCA_020500655
KXV58_009025,PAXM_swissprot,599.9,3,GCA_020500655
KXV58_009027,PAXG_swissprot,539.2,3,GCA_020500655
KXV58_003197,PAXG_swissprot,511.8,3,GCA_020500655
KXV58_006539,PAXB_swissprot,293.7,3,GCA_020500655
H4218_005678,PAXG_swissprot,422.5,3,GCA_027578995
E4U50_004713,PAXM_swissprot,572.4,3,GCA_018360755
E4U50_001483,PAXG_swissprot,515.6,3,GCA_018360755
E4U50_004716,PAXB_swissprot,353.6,3,GCA_018360755
KXV39_001249,PAXM_swissprot,646.1,3,GCA_020501805
KXV39_008972,PAXM_swissprot,610.2,3,GCA_020501805
KXV39_007356,PAXM_swissprot,539.6,3,GCA_020501805
KXV39_001251,PAXG_swissprot,537.1,3,GCA_020501805
KXV39_004962,PAXG_swissprot,511.8,3,GCA_020501805
KXV39_007355,PAXB_swissprot,297.9,3,GCA_020501805
MAJ_08908,PAXM_swissprot,661.3,3,GCA_000814945
MAJ_08907,PAXG_swissprot,547.0,3,GCA_000814945
MAJ_09307,PAXG_swissprot,530.6,3,GCA_000814945
MAJ_04997,PAXG_swissprot,524.4,3,GCA_000814945
MAJ_09306,PAXB_swissprot,384.3,3,GCA_000814945
F4775DRAFT_598863,PAXM_swissprot,572.7,3,GCA_022544895
F4775DRAFT_542037,PAXG_swissprot,535.0,3,GCA_022544895
KXV22_002536,PAXM_swissprot,610.2,3,GCA_020503795
KXV22_001053,PAXM_swissprot,600.5,3,GCA_020503795
KXV22_001055,PAXG_swissprot,539.2,3,GCA_020503795
KXV22_004798,PAXG_swissprot,511.8,3,GCA_020503795
KXV22_005660,PAXB_swissprot,293.7,3,GCA_020503795
LRAMOSA08460,PAXG_swissprot,469.9,3,GCA_000945115
LRAMOSA08801,PAXG_swissprot,458.8,3,GCA_000945115
HBI61_132160,PAXG_swissprot,470.5,3,GCA_020579835
L6R36_004873,PAXG_swissprot,493.7,3,GCA_023646075
CJF32_00000960,PAXM_swissprot,479.6,3,GCA_002946385
CJF32_00009207,PAXG_swissprot,531.6,3,GCA_002946385
F5B20DRAFT_561076,PAXC_swissprot,534.7,3,GCA_022497155
F5B20DRAFT_569245,PAXM_swissprot,568.2,3,GCA_022497155
F5B20DRAFT_59986,PAXG_swissprot,537.3,3,GCA_022497155
F5B20DRAFT_587788,PAXB_swissprot,369.0,3,GCA_022497155
HBI33_132660,PAXG_swissprot,470.5,3,GCA_020574405
M1820_006564,PAXG_swissprot,485.3,3,GCA_026027345
M1820_010289,PAXG_swissprot,484.2,3,GCA_026027345
ASPACDRAFT_58711,PAXC_swissprot,564.3,3,GCA_001890905
ASPACDRAFT_50957,PAXM_swissprot,600.3,3,GCA_001890905
ASPACDRAFT_1862778,PAXM_swissprot,511.4,3,GCA_001890905
ASPACDRAFT_27654,PAXM_swissprot,480.8,3,GCA_001890905
ASPACDRAFT_74345,PAXG_swissprot,511.2,3,GCA_001890905
ASPACDRAFT_60409,PAXB_swissprot,365.3,3,GCA_001890905
ASPACDRAFT_41215,PAXB_swissprot,307.7,3,GCA_001890905
E4U52_000162,PAXM_swissprot,560.0,3,GCA_018360215
E4U52_005674,PAXG_swissprot,515.3,3,GCA_018360215
E4U52_003527,PAXB_swissprot,340.4,3,GCA_018360215
E4U52_005988,PAXB_swissprot,331.8,3,GCA_018360215
Aspvir_009343,PAXC_swissprot,602.2,3,GCA_018404265
Aspvir_002402,PAXM_swissprot,650.4,3,GCA_018404265
Aspvir_009345,PAXM_swissprot,618.4,3,GCA_018404265
Aspvir_005978,PAXM_swissprot,548.1,3,GCA_018404265
Aspvir_002404,PAXG_swissprot,547.2,3,GCA_018404265
Aspvir_008674,PAXG_swissprot,515.2,3,GCA_018404265
Aspvir_005976,PAXG_swissprot,514.8,3,GCA_018404265
Aspvir_010206,PAXG_swissprot,440.3,3,GCA_018404265
E4U12_000116,PAXM_swissprot,574.9,3,GCA_018360585
E4U12_007783,PAXG_swissprot,515.5,3,GCA_018360585
E4U12_000119,PAXB_swissprot,354.8,3,GCA_018360585
HAV15_012311,PAXC_swissprot,614.2,3,GCA_013138035
HAV15_005147,PAXM_swissprot,679.0,3,GCA_013138035
HAV15_012313,PAXM_swissprot,616.5,3,GCA_013138035
HAV15_011984,PAXG_swissprot,502.8,3,GCA_013138035
HAV15_010061,PAXG_swissprot,495.1,3,GCA_013138035
HAV15_012314,PAXB_swissprot,395.7,3,GCA_013138035
E4U46_006123,PAXM_swissprot,572.4,3,GCA_018360865
E4U46_002829,PAXG_swissprot,515.6,3,GCA_018360865
E4U46_006120,PAXB_swissprot,353.6,3,GCA_018360865
TERG_03916,PAXG_swissprot,500.6,3,GCA_000151425
Ptr86124_006747,PAXG_swissprot,468.2,3,GCA_003231425
BDV39DRAFT_193770,PAXC_swissprot,638.3,3,GCA_009193525
BDV39DRAFT_193772,PAXM_swissprot,692.4,3,GCA_009193525
BDV39DRAFT_205148,PAXM_swissprot,617.6,3,GCA_009193525
BDV39DRAFT_203419,PAXM_swissprot,509.3,3,GCA_009193525
BDV39DRAFT_204692,PAXG_swissprot,519.2,3,GCA_009193525
BDV39DRAFT_51755,PAXG_swissprot,513.9,3,GCA_009193525
BDV39DRAFT_212004,PAXG_swissprot,495.6,3,GCA_009193525
BDV39DRAFT_203149,PAXB_swissprot,423.8,3,GCA_009193525
M752DRAFT_222013,PAXC_swissprot,569.5,3,GCA_003344505
M752DRAFT_86756,PAXC_swissprot,562.9,3,GCA_003344505
M752DRAFT_258111,PAXM_swissprot,679.3,3,GCA_003344505
M752DRAFT_222068,PAXG_swissprot,543.7,3,GCA_003344505
M752DRAFT_244030,PAXG_swissprot,514.6,3,GCA_003344505
M752DRAFT_86746,PAXB_swissprot,314.3,3,GCA_003344505
PNAL_LOCUS9343,PAXC_swissprot,604.7,3,GCA_911175145
PNAL_LOCUS9344,PAXM_swissprot,636.5,3,GCA_911175145
PNAL_LOCUS9345,PAXG_swissprot,510.3,3,GCA_911175145
PNAL_LOCUS5202,PAXG_swissprot,500.3,3,GCA_911175145
ACRE_077410,PAXG_swissprot,504.0,3,GCA_000769265
ACRE_017660,PAXG_swissprot,475.5,3,GCA_000769265
ACRE_073110,PAXG_swissprot,456.2,3,GCA_000769265
NYO67_6059,PAXC_swissprot,618.4,3,GCA_027574695
NYO67_6060,PAXM_swissprot,694.4,3,GCA_027574695
NYO67_4627,PAXM_swissprot,618.6,3,GCA_027574695
NYO67_9903,PAXM_swissprot,510.2,3,GCA_027574695
NYO67_6058,PAXG_swissprot,543.2,3,GCA_027574695
NYO67_7835,PAXG_swissprot,515.3,3,GCA_027574695
NYO67_5847,PAXG_swissprot,509.2,3,GCA_027574695
NYO67_2723,PAXG_swissprot,493.2,3,GCA_027574695
NYO67_5088,PAXB_swissprot,427.8,3,GCA_027574695
F4809DRAFT_647394,PAXG_swissprot,531.5,3,GCA_022478735
E4U11_001785,PAXM_swissprot,571.8,3,GCA_018360535
E4U11_003383,PAXG_swissprot,515.5,3,GCA_018360535
E4U11_001782,PAXB_swissprot,350.4,3,GCA_018360535
AKAW2_10058S,PAXC_swissprot,571.0,3,GCA_016861625
AKAW2_80220S,PAXC_swissprot,562.9,3,GCA_016861625
AKAW2_80218A,PAXM_swissprot,665.8,3,GCA_016861625
AKAW2_81312S,PAXM_swissprot,505.0,3,GCA_016861625
AKAW2_10059S,PAXG_swissprot,541.9,3,GCA_016861625
AKAW2_30470S,PAXG_swissprot,516.5,3,GCA_016861625
AKAW2_80219A,PAXB_swissprot,323.9,3,GCA_016861625
H4S06_001732,PAXG_swissprot,421.9,3,GCA_027579215
CBS147354_1024,PAXC_swissprot,615.8,3,GCA_023065465
CBS147354_3774,PAXM_swissprot,711.0,3,GCA_023065465
CBS147354_1022,PAXM_swissprot,647.3,3,GCA_023065465
CBS147354_1021,PAXG_swissprot,518.9,3,GCA_023065465
CBS147354_2677,PAXG_swissprot,502.5,3,GCA_023065465
CBS147354_1023,PAXB_swissprot,398.0,3,GCA_023065465
EJ03DRAFT_262999,PAXG_swissprot,504.4,3,GCA_010093825
SS1G_10113,PAXG_swissprot,535.0,3,GCA_000146945
DTO002I6_2012,PAXC_swissprot,615.8,3,GCA_023141515
DTO002I6_640,PAXM_swissprot,710.9,3,GCA_023141515
DTO002I6_2010,PAXM_swissprot,648.0,3,GCA_023141515
DTO002I6_2009,PAXG_swissprot,518.4,3,GCA_023141515
DTO002I6_1715,PAXG_swissprot,502.5,3,GCA_023141515
DTO002I6_2011,PAXB_swissprot,396.9,3,GCA_023141515
L249_4529,PAXM_swissprot,550.3,3,GCA_001633055
L249_3726,PAXM_swissprot,549.1,3,GCA_001633055
L249_4539,PAXG_swissprot,491.8,3,GCA_001633055
L249_3754,PAXB_swissprot,412.5,3,GCA_001633055
L249_4540,PAXB_swissprot,371.7,3,GCA_001633055
HBH98_086520,PAXG_swissprot,470.5,3,GCA_020570015
E5D57_009650,PAXM_swissprot,660.8,3,GCA_013305495
E5D57_009781,PAXM_swissprot,566.8,3,GCA_013305495
E5D57_009651,PAXG_swissprot,547.1,3,GCA_013305495
E5D57_008506,PAXG_swissprot,523.1,3,GCA_013305495
E5D57_009777,PAXG_swissprot,433.6,3,GCA_013305495
E5D57_009778,PAXB_swissprot,386.8,3,GCA_013305495
HRR73_009126,PAXG_swissprot,513.3,3,GCA_028025245
A1F96_00332,PAXG_swissprot,468.2,3,GCA_003231365
DTO012A1_662,PAXC_swissprot,615.8,3,GCA_023065685
DTO012A1_5007,PAXM_swissprot,711.0,3,GCA_023065685
DTO012A1_660,PAXM_swissprot,647.3,3,GCA_023065685
DTO012A1_659,PAXG_swissprot,518.4,3,GCA_023065685
DTO012A1_336,PAXG_swissprot,502.5,3,GCA_023065685
DTO012A1_661,PAXB_swissprot,398.0,3,GCA_023065685
LOZ16_001889,PAXM_swissprot,528.6,3,GCA_022831055
LOZ16_000384,PAXG_swissprot,511.4,3,GCA_022831055
E4U59_004003,PAXM_swissprot,563.2,3,GCA_018360055
E4U59_003604,PAXG_swissprot,515.6,3,GCA_018360055
E4U59_004006,PAXB_swissprot,353.2,3,GCA_018360055
K4K58_001720,PAXG_swissprot,519.9,3,GCA_025328985
G7Y89_g9955,PAXG_swissprot,516.9,3,GCA_013054445
CNMCM5793_009084,PAXC_swissprot,540.5,3,GCA_014281905
CNMCM5793_000866,PAXM_swissprot,651.6,3,GCA_014281905
CNMCM5793_009082,PAXM_swissprot,625.1,3,GCA_014281905
CNMCM5793_000867,PAXG_swissprot,518.3,3,GCA_014281905
CNMCM5793_001817,PAXG_swissprot,513.6,3,GCA_014281905
CNMCM5793_009083,PAXB_swissprot,389.3,3,GCA_014281905
PROQFM164_S01g002049,PAXC_swissprot,615.8,92,GCA_000513255
PROQFM164_S01g001189,PAXM_swissprot,711.0,92,GCA_000513255
PROQFM164_S01g002051,PAXM_swissprot,647.3,92,GCA_000513255
PROQFM164_S01g002052,PAXG_swissprot,518.4,92,GCA_000513255
PROQFM164_S01g002407,PAXG_swissprot,502.5,92,GCA_000513255
PROQFM164_S01g002050,PAXB_swissprot,398.0,92,GCA_000513255
E4U35_003598,PAXM_swissprot,571.8,92,GCA_018360735
E4U35_003035,PAXG_swissprot,515.6,92,GCA_018360735
E4U35_003601,PAXB_swissprot,354.2,92,GCA_018360735
Aspvir_009343,PAXC_swissprot,602.2,92,GCA_018404265
Aspvir_002402,PAXM_swissprot,650.4,92,GCA_018404265
Aspvir_009345,PAXM_swissprot,618.4,92,GCA_018404265
Aspvir_005978,PAXM_swissprot,548.1,92,GCA_018404265
Aspvir_002404,PAXG_swissprot,547.2,92,GCA_018404265
Aspvir_008674,PAXG_swissprot,515.2,92,GCA_018404265
Aspvir_005976,PAXG_swissprot,514.8,92,GCA_018404265
Aspvir_010206,PAXG_swissprot,440.3,92,GCA_018404265
E4U36_008019,PAXM_swissprot,571.1,92,GCA_018360725
