Accession,Hit,Score,Database,Assembly
BO96DRAFT_337144,cur_M_accs,673.7,28,GCA_003184595
KXV48_002484,cur_G_accs,524.3,28,GCA_020499785
IFM61392_08531,cur_M_accs,580.8,28,GCA_010724635
IFM61392_08532,cur_G_accs,523.0,28,GCA_010724635
IFM61392_10602,cur_G_accs,479.3,28,GCA_010724635
BDV24DRAFT_151821,cur_G_accs,662.5,28,GCA_009193545
BDV24DRAFT_139998,cur_B_accs,432.5,28,GCA_009193545
BDV24DRAFT_151823,cur_M_accs,749.5,28,GCA_009193545
BDV24DRAFT_152188,cur_G_accs,518.7,28,GCA_009193545
BDV24DRAFT_171030,cur_G_accs,487.0,28,GCA_009193545
DTO012A1_662,cur_C_accs,571.3,28,GCA_023065685
DTO012A1_661,cur_B_accs,405.9,28,GCA_023065685
DTO012A1_660,cur_M_accs,703.5,28,GCA_023065685
DTO012A1_659,cur_G_accs,558.7,28,GCA_023065685
L249_4538,cur_C_accs,475.8,28,GCA_001633055
L249_4540,cur_B_accs,418.4,28,GCA_001633055
L249_4529,cur_M_accs,611.0,28,GCA_001633055
M1836_006913,cur_G_accs,478.6,28,GCA_026023805
BO66DRAFT_364591,cur_C_accs,529.1,28,GCA_003184765
BO66DRAFT_393289,cur_B_accs,397.2,28,GCA_003184765
BO66DRAFT_453537,cur_M_accs,660.1,28,GCA_003184765
ASPVEDRAFT_147658,cur_C_accs,507.1,28,GCA_001890125
ASPVEDRAFT_80085,cur_M_accs,613.4,28,GCA_001890125
ASPVEDRAFT_872267,cur_M_accs,598.0,28,GCA_001890125
ASPVEDRAFT_78269,cur_G_accs,470.3,28,GCA_001890125
E4U28_007071,cur_C_accs,494.8,28,GCA_018360565
E4U28_007072,cur_B_accs,386.0,28,GCA_018360565
E4U28_007069,cur_M_accs,660.4,28,GCA_018360565
F4775DRAFT_598863,cur_M_accs,636.9,28,GCA_022544895
F4775DRAFT_542037,cur_G_accs,461.4,28,GCA_022544895
MMC09_005479,cur_C_accs,463.7,28,GCA_022814255
MMC09_005478,cur_B_accs,387.9,28,GCA_022814255
MMC09_005476,cur_M_accs,595.9,28,GCA_022814255
MMC09_004515,cur_G_accs,467.7,28,GCA_022814255
MGU_10962,cur_C_accs,493.0,28,GCA_000814955
MGU_10963,cur_B_accs,424.6,28,GCA_000814955
MGU_10964,cur_G_accs,552.2,28,GCA_000814955
MGU_09940,cur_G_accs,480.2,28,GCA_000814955
PENANT_c054G09762,cur_C_accs,586.3,28,GCA_002072345
PENANT_c054G00966,cur_B_accs,466.5,28,GCA_002072345
PENANT_c054G07732,cur_M_accs,695.2,28,GCA_002072345
PENANT_c054G09476,cur_G_accs,579.4,28,GCA_002072345
NCS54_00710300,cur_G_accs,470.1,28,GCA_026873545
M1840_005438,cur_G_accs,481.0,28,GCA_026023525
LCP963914a_4721,cur_C_accs,565.3,28,GCA_023065375
LCP963914a_4722,cur_B_accs,404.9,28,GCA_023065375
LCP963914a_4723,cur_M_accs,704.4,28,GCA_023065375
LCP963914a_4724,cur_G_accs,558.7,28,GCA_023065375
E4U12_000118,cur_C_accs,490.2,28,GCA_018360585
E4U12_000119,cur_B_accs,384.9,28,GCA_018360585
E4U12_000116,cur_M_accs,658.8,28,GCA_018360585
E4U46_006121,cur_C_accs,494.8,100,GCA_018360865
E4U46_006120,cur_B_accs,380.7,100,GCA_018360865
E4U46_006123,cur_M_accs,660.4,100,GCA_018360865
CBS147331_3944,cur_C_accs,570.5,100,GCA_023138355
CBS147331_3945,cur_B_accs,404.2,100,GCA_023138355
CBS147331_3946,cur_M_accs,704.4,100,GCA_023138355
CBS147331_3947,cur_G_accs,480.6,100,GCA_023138355
BCON_0111g00030,cur_G_accs,476.8,100,GCA_004786275
JHW43_003289,cur_G_accs,464.3,100,GCA_024741835
ASPACDRAFT_58711,cur_C_accs,529.3,100,GCA_001890905
ASPACDRAFT_60409,cur_B_accs,381.2,100,GCA_001890905
ASPACDRAFT_41215,cur_B_accs,329.0,100,GCA_001890905
ASPACDRAFT_50957,cur_M_accs,609.6,100,GCA_001890905
E4U36_008021,cur_C_accs,494.6,100,GCA_018360725
E4U36_008022,cur_B_accs,386.7,100,GCA_018360725
E4U36_008019,cur_M_accs,659.2,100,GCA_018360725
DTO012A7_4007,cur_C_accs,565.3,100,GCA_023141275
DTO012A7_4006,cur_B_accs,404.9,100,GCA_023141275
DTO012A7_4005,cur_M_accs,704.4,100,GCA_023141275
DTO012A7_4004,cur_G_accs,558.7,100,GCA_023141275
LW93_11852,cur_G_accs,464.3,100,GCA_001023035
MMC13_006452,cur_C_accs,458.1,100,GCA_022814265
MMC13_006450,cur_M_accs,648.3,100,GCA_022814265
MMC13_003048,cur_G_accs,473.3,100,GCA_022814265
AFLA_009878,cur_C_accs,569.1,100,GCA_000006275
AFLA_008140,cur_B_accs,443.8,100,GCA_000006275
AFLA_009879,cur_M_accs,766.4,100,GCA_000006275
AFLA_000006,cur_G_accs,575.9,100,GCA_000006275
AFLA_009279,cur_G_accs,493.7,100,GCA_000006275
AFLA_006434,cur_G_accs,487.7,100,GCA_000006275
KXV69_003274,cur_G_accs,522.9,100,GCA_020499815
G4B84_008885,cur_G_accs,656.8,100,GCA_014117465
G4B84_010912,cur_B_accs,443.8,100,GCA_014117465
G4B84_008886,cur_M_accs,766.4,100,GCA_014117465
G4B84_004277,cur_G_accs,487.7,100,GCA_014117465
G4B84_008378,cur_G_accs,487.6,100,GCA_014117465
N431DRAFT_502272,cur_G_accs,482.2,100,GCA_009732865
BO66DRAFT_364591,cur_C_accs,529.1,100,GCA_003184765
BO66DRAFT_393289,cur_B_accs,397.2,100,GCA_003184765
BO66DRAFT_453537,cur_M_accs,660.1,100,GCA_003184765
E4U61_006107,cur_C_accs,489.9,100,GCA_018360045
E4U61_006105,cur_M_accs,649.2,100,GCA_018360045
CBS147355_696,cur_C_accs,565.3,100,GCA_023065415
CBS147355_695,cur_B_accs,404.9,100,GCA_023065415
CBS147355_694,cur_M_accs,704.4,100,GCA_023065415
CBS147355_693,cur_G_accs,558.7,100,GCA_023065415
BO79DRAFT_231995,cur_G_accs,651.7,100,GCA_003184835
BO79DRAFT_273526,cur_C_accs,531.3,100,GCA_003184835
BO79DRAFT_273529,cur_M_accs,672.2,100,GCA_003184835
BO79DRAFT_157176,cur_M_accs,641.3,100,GCA_003184835
HO173_008960,cur_G_accs,468.8,100,GCA_014066305
ASPFODRAFT_711619,cur_G_accs,647.3,100,GCA_001890685
ASPFODRAFT_146944,cur_C_accs,533.9,100,GCA_001890685
ASPFODRAFT_78205,cur_B_accs,356.4,100,GCA_001890685
ASPFODRAFT_37808,cur_M_accs,657.9,100,GCA_001890685
DTO002I6_2012,cur_C_accs,571.3,100,GCA_023141515
DTO002I6_2011,cur_B_accs,404.8,100,GCA_023141515
DTO002I6_2010,cur_M_accs,704.4,100,GCA_023141515
DTO002I6_2009,cur_G_accs,558.7,100,GCA_023141515
CH35J_001600,cur_G_accs,499.0,100,GCA_004920355
CH35J_010686,cur_G_accs,472.7,100,GCA_004920355
ACRE_051590,cur_C_accs,477.9,100,GCA_000769265
KXW20_002263,cur_M_accs,580.6,100,GCA_020503745
KXW20_002261,cur_G_accs,524.3,100,GCA_020503745
CDV55_101894,cur_C_accs,518.2,100,GCA_002234965
CDV55_102048,cur_M_accs,676.2,100,GCA_002234965
CDV55_100733,cur_M_accs,589.4,100,GCA_002234965
CDV55_100506,cur_G_accs,500.4,100,GCA_002234965
CFD26_104199,cur_C_accs,518.2,100,GCA_002234975
CFD26_104319,cur_M_accs,615.9,100,GCA_002234975
CFD26_100774,cur_M_accs,589.2,100,GCA_002234975
CFD26_100537,cur_G_accs,499.1,100,GCA_002234975
ARAM_006149,cur_C_accs,483.9,100,GCA_000986645
ARAM_006151,cur_M_accs,651.3,100,GCA_000986645
AnigIFM63326_004165,cur_C_accs,535.6,100,GCA_027923725
AnigIFM63326_008100,cur_C_accs,534.4,100,GCA_027923725
AnigIFM63326_008098,cur_M_accs,673.7,100,GCA_027923725
AnigIFM63326_004164,cur_G_accs,543.7,100,GCA_027923725
AAL_00407,cur_C_accs,490.5,100,GCA_001636675
AAL_00408,cur_M_accs,605.6,100,GCA_001636675
AAL_00405,cur_G_accs,536.1,100,GCA_001636675
E4U33_007732,cur_C_accs,497.0,100,GCA_018360385
E4U33_007733,cur_B_accs,387.1,100,GCA_018360385
E4U33_006624,cur_M_accs,659.1,100,GCA_018360385
AnigIFM50267_006148,cur_C_accs,539.4,100,GCA_027923745
AnigIFM50267_003511,cur_C_accs,534.4,100,GCA_027923745
AnigIFM50267_003509,cur_M_accs,628.7,100,GCA_027923745
AnigIFM50267_006147,cur_G_accs,558.9,100,GCA_027923745
ETB97_003557,cur_C_accs,545.3,100,GCA_013421405
ETB97_011515,cur_B_accs,453.8,100,GCA_013421405
ETB97_003558,cur_B_accs,410.8,100,GCA_013421405
ETB97_011514,cur_M_accs,733.6,100,GCA_013421405
ETB97_011801,cur_G_accs,567.8,100,GCA_013421405
ETB97_003556,cur_G_accs,559.4,100,GCA_013421405
CBS147308_2760,cur_C_accs,571.3,100,GCA_023141385
CBS147308_2761,cur_B_accs,404.8,100,GCA_023141385
CBS147308_2762,cur_M_accs,704.4,100,GCA_023141385
CBS147308_2763,cur_G_accs,558.7,100,GCA_023141385
H633G_01157,cur_C_accs,497.9,100,GCA_000426985
H633G_01158,cur_B_accs,423.5,100,GCA_000426985
H633G_01159,cur_G_accs,552.7,100,GCA_000426985
H633G_02026,cur_G_accs,492.2,100,GCA_000426985
M1837_001499,cur_G_accs,471.5,100,GCA_026025825
C2857_007267,cur_C_accs,531.9,100,GCA_003814445
C2857_007265,cur_B_accs,409.6,100,GCA_003814445
C2857_007243,cur_M_accs,723.6,100,GCA_003814445
C2857_007245,cur_G_accs,580.5,100,GCA_003814445
E4U37_006896,cur_C_accs,495.1,100,GCA_018360475
E4U37_006895,cur_B_accs,382.5,100,GCA_018360475
E4U37_006898,cur_M_accs,656.8,100,GCA_018360475
FE257_008461,cur_C_accs,473.6,100,GCA_015844325
FE257_005269,cur_B_accs,346.2,100,GCA_015844325
FE257_010062,cur_M_accs,593.6,100,GCA_015844325
FE257_002394,cur_G_accs,484.9,100,GCA_015844325
AARAC_005195,cur_G_accs,559.2,100,GCA_002749805
AARAC_003258,cur_B_accs,433.6,100,GCA_002749805
AARAC_005194,cur_M_accs,762.8,100,GCA_002749805
AARAC_008027,cur_G_accs,524.4,100,GCA_002749805
AARAC_000095,cur_G_accs,487.0,100,GCA_002749805
CPUR_00154,cur_C_accs,495.5,100,GCA_000347355
CPUR_00153,cur_B_accs,386.0,100,GCA_000347355
CPUR_00156,cur_M_accs,658.7,100,GCA_000347355
F5883DRAFT_561973,cur_C_accs,468.4,100,GCA_021399435
F5883DRAFT_124435,cur_B_accs,404.5,100,GCA_021399435
F5883DRAFT_646965,cur_M_accs,622.1,100,GCA_021399435
E4U26_007583,cur_C_accs,494.5,100,GCA_018360675
E4U26_007582,cur_B_accs,386.7,100,GCA_018360675
E4U26_007585,cur_M_accs,660.0,100,GCA_018360675
CBS147310_9691,cur_C_accs,571.3,100,GCA_023141305
CBS147310_9692,cur_B_accs,405.9,100,GCA_023141305
CBS147310_9693,cur_M_accs,704.4,100,GCA_023141305
CBS147310_9694,cur_G_accs,558.7,100,GCA_023141305
CBS147309_2015,cur_C_accs,565.3,100,GCA_023141315
CBS147309_2014,cur_B_accs,404.9,100,GCA_023141315
CBS147309_2013,cur_M_accs,704.4,100,GCA_023141315
CBS147309_2012,cur_G_accs,558.7,100,GCA_023141315
AFGD_010851,cur_C_accs,521.4,100,GCA_002443195
AFGD_008975,cur_B_accs,443.8,100,GCA_002443195
AFGD_010850,cur_M_accs,770.5,100,GCA_002443195
AFGD_010852,cur_G_accs,592.8,100,GCA_002443195
AFGD_008384,cur_G_accs,525.6,100,GCA_002443195
AFGD_000867,cur_G_accs,486.7,100,GCA_002443195
P174DRAFT_392533,cur_C_accs,570.5,100,GCA_002847465
P174DRAFT_497469,cur_C_accs,486.1,100,GCA_002847465
P174DRAFT_513879,cur_B_accs,410.8,100,GCA_002847465
P174DRAFT_497465,cur_B_accs,368.3,100,GCA_002847465
P174DRAFT_377278,cur_M_accs,668.2,100,GCA_002847465
P174DRAFT_513878,cur_M_accs,653.2,100,GCA_002847465
P174DRAFT_473479,cur_M_accs,612.5,100,GCA_002847465
P174DRAFT_424393,cur_M_accs,578.7,100,GCA_002847465
P174DRAFT_377607,cur_G_accs,521.4,100,GCA_002847465
P174DRAFT_511177,cur_G_accs,487.0,100,GCA_002847465
P174DRAFT_413359,cur_G_accs,476.9,100,GCA_002847465
DTO013E5_3854,cur_C_accs,571.3,100,GCA_023141195
DTO013E5_3853,cur_B_accs,405.9,100,GCA_023141195
DTO013E5_3852,cur_M_accs,703.5,100,GCA_023141195
DTO013E5_3851,cur_G_accs,558.7,100,GCA_023141195
BDV37DRAFT_297695,cur_G_accs,647.3,100,GCA_009193645
BDV37DRAFT_290295,cur_B_accs,420.0,100,GCA_009193645
BDV37DRAFT_275210,cur_M_accs,722.0,100,GCA_009193645
BDV37DRAFT_271420,cur_G_accs,467.9,100,GCA_009193645
E4U51_002143,cur_C_accs,494.6,100,GCA_018360655
E4U51_002142,cur_B_accs,386.7,100,GCA_018360655
E4U51_002145,cur_M_accs,659.2,100,GCA_018360655
E4U45_003045,cur_C_accs,495.1,100,GCA_018360905
E4U45_003043,cur_M_accs,660.3,100,GCA_018360905
E4U32_002007,cur_C_accs,494.0,100,GCA_018360325
E4U32_002008,cur_B_accs,368.9,100,GCA_018360325
E4U32_003984,cur_B_accs,353.9,100,GCA_018360325
E4U32_002005,cur_M_accs,646.2,100,GCA_018360325
CBS147324_7290,cur_G_accs,643.6,100,GCA_023137965
CBS147324_9876,cur_C_accs,534.4,100,GCA_023137965
CBS147324_9877,cur_M_accs,673.7,100,GCA_023137965
C8Q69DRAFT_12298,cur_C_accs,520.2,100,GCA_004022145
C8Q69DRAFT_12248,cur_B_accs,404.1,100,GCA_004022145
C8Q69DRAFT_12249,cur_M_accs,687.0,100,GCA_004022145
CNMCM6805_009643,cur_C_accs,570.7,65,GCA_012656285
CNMCM6805_009641,cur_M_accs,648.4,65,GCA_012656285
CNMCM6805_005916,cur_M_accs,587.1,65,GCA_012656285
CNMCM6805_005917,cur_G_accs,524.5,65,GCA_012656285
E4U32_002007,cur_C_accs,494.0,65,GCA_018360325
E4U32_002008,cur_B_accs,368.9,65,GCA_018360325
E4U32_003984,cur_B_accs,353.9,65,GCA_018360325
E4U32_002005,cur_M_accs,646.2,65,GCA_018360325
E4U34_004948,cur_C_accs,494.6,65,GCA_018360955
E4U34_004947,cur_B_accs,386.7,65,GCA_018360955
E4U34_004950,cur_M_accs,659.2,65,GCA_018360955
BDV30DRAFT_229546,cur_G_accs,664.9,65,GCA_009176455
BDV30DRAFT_249465,cur_B_accs,439.4,65,GCA_009176455
BDV30DRAFT_229545,cur_M_accs,731.4,65,GCA_009176455
BDV30DRAFT_251417,cur_G_accs,520.3,65,GCA_009176455
BDV30DRAFT_236169,cur_G_accs,486.7,65,GCA_009176455
M1825_002694,cur_G_accs,464.6,65,GCA_026026355
BP00DRAFT_339843,cur_C_accs,530.1,65,GCA_003184685
BP00DRAFT_343330,cur_B_accs,398.0,65,GCA_003184685
BP00DRAFT_392897,cur_M_accs,607.2,65,GCA_003184685
P174DRAFT_392533,cur_C_accs,570.5,65,GCA_002847465
P174DRAFT_497469,cur_C_accs,486.1,65,GCA_002847465
P174DRAFT_513879,cur_B_accs,410.8,65,GCA_002847465
P174DRAFT_497465,cur_B_accs,368.3,65,GCA_002847465
P174DRAFT_377278,cur_M_accs,668.2,65,GCA_002847465
P174DRAFT_513878,cur_M_accs,653.2,65,GCA_002847465
P174DRAFT_473479,cur_M_accs,612.5,65,GCA_002847465
P174DRAFT_424393,cur_M_accs,578.7,65,GCA_002847465
P174DRAFT_377607,cur_G_accs,521.4,65,GCA_002847465
P174DRAFT_511177,cur_G_accs,487.0,65,GCA_002847465
P174DRAFT_413359,cur_G_accs,476.9,65,GCA_002847465
KXW97_007391,cur_G_accs,522.9,65,GCA_020501355
AFLA70_36g004820,cur_C_accs,571.5,65,GCA_000952835
AFLA70_24g004750,cur_B_accs,443.8,65,GCA_000952835
AFLA70_36g004811,cur_M_accs,754.4,65,GCA_000952835
AFLA70_36g004830,cur_G_accs,589.3,65,GCA_000952835
AFLA70_143g002552,cur_G_accs,524.9,65,GCA_000952835
AFLA70_50g003560,cur_G_accs,488.5,65,GCA_000952835
H633G_01157,cur_C_accs,497.9,65,GCA_000426985
H633G_01158,cur_B_accs,423.5,65,GCA_000426985
H633G_01159,cur_G_accs,552.7,65,GCA_000426985
H633G_02026,cur_G_accs,492.2,65,GCA_000426985
E4U56_002571,cur_C_accs,493.4,65,GCA_018360175
E4U56_002570,cur_B_accs,371.4,65,GCA_018360175
E4U56_005907,cur_B_accs,348.9,65,GCA_018360175
E4U56_002573,cur_M_accs,646.3,65,GCA_018360175
AtWU_03811,cur_C_accs,533.3,65,GCA_013340325
AtWU_06561,cur_C_accs,528.1,65,GCA_013340325
AtWU_06559,cur_M_accs,672.1,65,GCA_013340325
AtWU_03812,cur_G_accs,536.8,65,GCA_013340325
DTO032C6_2320,cur_C_accs,571.3,65,GCA_023141115
DTO032C6_2319,cur_B_accs,405.9,65,GCA_023141115
DTO032C6_2318,cur_M_accs,703.5,65,GCA_023141115
DTO032C6_2317,cur_G_accs,558.7,65,GCA_023141115
BO88DRAFT_425112,cur_G_accs,653.4,65,GCA_003184925
BO88DRAFT_456811,cur_C_accs,535.1,65,GCA_003184925
BO88DRAFT_329056,cur_B_accs,357.7,65,GCA_003184925
BO88DRAFT_348350,cur_B_accs,331.2,65,GCA_003184925
BO88DRAFT_446031,cur_M_accs,667.9,65,GCA_003184925
BO88DRAFT_453177,cur_M_accs,637.9,65,GCA_003184925
CBS147333_1805,cur_C_accs,571.3,65,GCA_023138015
CBS147333_1804,cur_B_accs,404.8,65,GCA_023138015
CBS147333_1803,cur_M_accs,704.4,65,GCA_023138015
CBS147333_1802,cur_G_accs,558.7,65,GCA_023138015
BDW43DRAFT_302819,cur_G_accs,640.2,65,GCA_009176365
BDW43DRAFT_324031,cur_C_accs,577.1,65,GCA_009176365
BDW43DRAFT_304693,cur_B_accs,455.9,65,GCA_009176365
BDW43DRAFT_302821,cur_B_accs,408.4,65,GCA_009176365
BDW43DRAFT_304692,cur_M_accs,737.7,65,GCA_009176365
BDW43DRAFT_321743,cur_M_accs,682.7,65,GCA_009176365
BDW43DRAFT_316917,cur_G_accs,564.9,65,GCA_009176365
IMSHALPRED_004231,cur_G_accs,470.9,65,GCA_905337355
KXW24_004070,cur_M_accs,581.7,65,GCA_020503645
KXW24_004068,cur_G_accs,524.3,65,GCA_020503645
TruAng_003555,cur_G_accs,468.1,65,GCA_021193595
E4U33_007732,cur_C_accs,497.0,65,GCA_018360385
E4U33_007733,cur_B_accs,387.1,65,GCA_018360385
E4U33_006624,cur_M_accs,659.1,65,GCA_018360385
ACN38_g10197,cur_C_accs,465.7,65,GCA_001278595
ACN38_g10195,cur_B_accs,404.4,65,GCA_001278595
ACN38_g10194,cur_M_accs,717.2,65,GCA_001278595
ACN38_g9375,cur_G_accs,481.5,65,GCA_001278595
CDV31_003828,cur_G_accs,470.3,65,GCA_003947045
KXW17_004709,cur_M_accs,580.0,65,GCA_020503265
KXW17_005747,cur_G_accs,522.9,65,GCA_020503265
CFD26_104199,cur_C_accs,518.2,65,GCA_002234975
CFD26_104319,cur_M_accs,615.9,65,GCA_002234975
CFD26_100774,cur_M_accs,589.2,65,GCA_002234975
CFD26_100537,cur_G_accs,499.1,65,GCA_002234975
E4U11_001783,cur_C_accs,494.6,65,GCA_018360535
E4U11_001782,cur_B_accs,377.1,65,GCA_018360535
E4U11_001785,cur_M_accs,659.2,65,GCA_018360535
ACRE_051590,cur_C_accs,477.9,65,GCA_000769265
KXW54_003684,cur_M_accs,580.0,65,GCA_020501575
KXW54_000533,cur_G_accs,522.9,65,GCA_020501575
BO66DRAFT_364591,cur_C_accs,529.1,65,GCA_003184765
BO66DRAFT_393289,cur_B_accs,397.2,65,GCA_003184765
BO66DRAFT_453537,cur_M_accs,660.1,65,GCA_003184765
AtubIFM61612_007172,cur_C_accs,533.4,65,GCA_027923925
AtubIFM61612_000060,cur_C_accs,533.3,65,GCA_027923925
AtubIFM61612_007170,cur_M_accs,673.4,65,GCA_027923925
AtubIFM61612_000061,cur_G_accs,540.0,65,GCA_027923925
JMJ76_0011263,cur_G_accs,461.5,65,GCA_018906675
MAJ_09305,cur_C_accs,495.0,65,GCA_000814945
MAJ_09306,cur_B_accs,422.9,65,GCA_000814945
MAJ_09307,cur_G_accs,550.9,65,GCA_000814945
MAJ_08907,cur_G_accs,491.7,65,GCA_000814945
FLONG3_168,cur_G_accs,466.6,65,GCA_003012285
CSIM01_12547,cur_G_accs,462.2,65,GCA_001563135
G6M90_00g105030,cur_C_accs,495.6,65,GCA_013426205
G6M90_00g105040,cur_B_accs,424.7,65,GCA_013426205
G6M90_00g105010,cur_M_accs,650.9,65,GCA_013426205
G6M90_00g105050,cur_G_accs,550.7,65,GCA_013426205
G6M90_00g106040,cur_G_accs,491.6,65,GCA_013426205
COH21_006684,cur_C_accs,564.7,65,GCA_002443215
COH21_011639,cur_B_accs,443.8,65,GCA_002443215
COH21_006683,cur_M_accs,746.1,65,GCA_002443215
COH21_006685,cur_G_accs,587.2,65,GCA_002443215
COH21_007416,cur_G_accs,488.4,65,GCA_002443215
COH21_000372,cur_G_accs,486.6,65,GCA_002443215
F4775DRAFT_598863,cur_M_accs,636.9,65,GCA_022544895
F4775DRAFT_542037,cur_G_accs,461.4,65,GCA_022544895
PNAL_LOCUS7650,cur_C_accs,560.5,65,GCA_911174875
PNAL_LOCUS7649,cur_M_accs,684.4,65,GCA_911174875
PNAL_LOCUS7648,cur_G_accs,551.7,65,GCA_911174875
DTO012A9_9532,cur_C_accs,571.3,65,GCA_023141235
DTO012A9_9531,cur_B_accs,405.9,65,GCA_023141235
DTO012A9_9530,cur_M_accs,704.4,65,GCA_023141235
DTO012A9_9529,cur_G_accs,558.7,65,GCA_023141235
E4U10_003522,cur_C_accs,492.9,65,GCA_018360765
E4U10_003521,cur_B_accs,382.5,65,GCA_018360765
E4U10_003524,cur_M_accs,660.4,65,GCA_018360765
MAN_04594,cur_C_accs,496.6,65,GCA_000814975
MAN_04593,cur_B_accs,424.6,65,GCA_000814975
MAN_04592,cur_G_accs,552.5,65,GCA_000814975
MAN_09809,cur_G_accs,483.1,65,GCA_000814975
G4B84_008885,cur_G_accs,656.8,65,GCA_014117465
G4B84_010912,cur_B_accs,443.8,65,GCA_014117465
G4B84_008886,cur_M_accs,766.4,65,GCA_014117465
G4B84_004277,cur_G_accs,487.7,65,GCA_014117465
G4B84_008378,cur_G_accs,487.6,65,GCA_014117465
MMC13_006452,cur_C_accs,458.1,65,GCA_022814265
MMC13_006450,cur_M_accs,648.3,65,GCA_022814265
MMC13_003048,cur_G_accs,473.3,65,GCA_022814265
KXV92_005707,cur_G_accs,521.2,65,GCA_020502995
FALBO_16883,cur_G_accs,477.6,65,GCA_012931995
F5B20DRAFT_561076,cur_C_accs,513.3,65,GCA_022497155
F5B20DRAFT_587788,cur_B_accs,403.7,65,GCA_022497155
F5B20DRAFT_569245,cur_M_accs,635.1,65,GCA_022497155
F5B20DRAFT_59986,cur_G_accs,471.1,65,GCA_022497155
CNMCM8060_006026,cur_M_accs,582.3,65,GCA_012656395
CNMCM8060_006025,cur_G_accs,513.5,65,GCA_012656395
CNMCM8060_008991,cur_G_accs,479.3,65,GCA_012656395
EYC80_008516,cur_G_accs,472.5,12,GCA_009299455
PV05_06504,cur_G_accs,463.6,12,GCA_000835505
KXV56_002054,cur_M_accs,580.6,12,GCA_020503895
KXV56_002056,cur_G_accs,524.3,12,GCA_020503895
FTJAE_2068,cur_G_accs,461.2,12,GCA_013396195
LW93_11852,cur_G_accs,464.3,12,GCA_001023035
FFUJ_07352,cur_G_accs,464.3,12,GCA_900079805
PEXP_063380,cur_M_accs,577.3,12,GCA_000769735
B0J16DRAFT_67742,cur_G_accs,468.5,12,GCA_020744385
HIM_09525,cur_C_accs,485.4,12,GCA_000956045
HIM_07575,cur_C_accs,478.8,12,GCA_000956045
HIM_09524,cur_B_accs,417.7,12,GCA_000956045
HIM_07578,cur_B_accs,397.9,12,GCA_000956045
HIM_09528,cur_M_accs,646.3,12,GCA_000956045
NW767_002839,cur_G_accs,470.1,12,GCA_027945495
ESCO_005799,cur_C_accs,485.9,12,GCA_001278495
ESCO_005798,cur_B_accs,385.7,12,GCA_001278495
ESCO_005024,cur_G_accs,466.6,12,GCA_001278495
ColSpa_07988,cur_G_accs,466.1,12,GCA_022179045
CTA2_232,cur_G_accs,495.6,12,GCA_026229895
CTA2_12469,cur_G_accs,473.0,12,GCA_026229895
FOC4_g10013749,cur_G_accs,465.0,12,GCA_000350365
NA56DRAFT_669481,cur_G_accs,478.6,12,GCA_002865625
BLGHR1_13403,cur_G_accs,476.8,12,GCA_900237765
KXX21_002041,cur_M_accs,580.4,12,GCA_020499405
KXX21_002043,cur_G_accs,524.3,12,GCA_020499405
F4803DRAFT_373470,cur_G_accs,465.9,12,GCA_022495065
BDZ45DRAFT_722269,cur_G_accs,484.2,12,GCA_014904845
MMC18_002710,cur_G_accs,471.5,12,GCA_022813905
PAC_03171,cur_G_accs,483.1,12,GCA_900073065
PNAL_LOCUS9346,cur_C_accs,559.9,12,GCA_911639145
PNAL_LOCUS9345,cur_M_accs,684.4,12,GCA_911639145
PNAL_LOCUS9344,cur_G_accs,551.2,12,GCA_911639145
KXW38_004354,cur_M_accs,580.0,12,GCA_020501905
KXW38_004921,cur_G_accs,524.4,12,GCA_020501905
KXV23_002588,cur_M_accs,580.4,12,GCA_020501935
KXV23_009121,cur_G_accs,524.4,12,GCA_020501935
KXV50_001071,cur_M_accs,580.0,12,GCA_020500845
KXV50_001073,cur_G_accs,524.3,12,GCA_020500845
B0J12DRAFT_712309,cur_G_accs,524.3,12,GCA_020744275
B0J12DRAFT_609522,cur_G_accs,519.5,12,GCA_020744275
AK830_g1813,cur_G_accs,470.3,12,GCA_001306435
AnigIFM60653_006798,cur_C_accs,536.0,12,GCA_027924005
AnigIFM60653_005431,cur_C_accs,534.4,12,GCA_027924005
AnigIFM60653_005430,cur_M_accs,674.2,12,GCA_027924005
AnigIFM60653_006797,cur_G_accs,558.9,12,GCA_027924005
OIDMADRAFT_100660,cur_G_accs,476.8,12,GCA_000827325
KXX04_004729,cur_G_accs,522.9,81,GCA_020499865
BFJ72_g1361,cur_G_accs,464.3,81,GCA_003615215
L249_4538,cur_C_accs,475.8,81,GCA_001633055
L249_4540,cur_B_accs,418.4,81,GCA_001633055
L249_4529,cur_M_accs,611.0,81,GCA_001633055
XA68_12256,cur_C_accs,484.4,81,GCA_001272575
XA68_12257,cur_B_accs,405.5,81,GCA_001272575
XA68_12253,cur_M_accs,624.8,81,GCA_001272575
KXW41_003769,cur_M_accs,580.5,81,GCA_020502605
KXW41_005592,cur_G_accs,524.3,81,GCA_020502605
CNMCM5793_009084,cur_C_accs,525.8,81,GCA_014281905
CNMCM5793_009083,cur_B_accs,401.0,81,GCA_014281905
CNMCM5793_009082,cur_M_accs,663.7,81,GCA_014281905
CNMCM5793_000866,cur_M_accs,594.3,81,GCA_014281905
CNMCM5793_000867,cur_G_accs,499.4,81,GCA_014281905
NW768_009314,cur_G_accs,468.8,81,GCA_027945365
KXW54_003684,cur_M_accs,580.0,81,GCA_020501575
