,bgc,min.cosine,genome,BiG-SLiCE class
2447,lichen_255.scaffold_905.region001,0.025725806,lichen_255,class-Polyketide
2448,lichen_255.scaffold_91.region001,0.03826966,lichen_255,class-Polyketide
2449,lichen_255.scaffold_92.region001,0.059207833,lichen_255,class-Polyketide
2450,lichen_255.scaffold_940.region001,0.047929967,lichen_255,class-Polyketide
2451,lichen_255.scaffold_970.region001,0.020516533,lichen_255,class-Polyketide
2452,lichen_255.scaffold_987.region001,0.010695495,lichen_255,class-Terpene
2453,lichen_258.scaffold_1.region001,0.028104612,lichen_258,class-NRP
2454,lichen_258.scaffold_15.region001,0.02915952,lichen_258,class-Polyketide
2455,lichen_258.scaffold_25.region001,0.031634446,lichen_258,class-Polyketide
2456,lichen_258.scaffold_26.region001,0.039984326,lichen_258,class-NRP
2457,lichen_258.scaffold_3.region001,0.026354417,lichen_258,class-Polyketide
2458,lichen_258.scaffold_4.region001,0.054920038,lichen_258,class-NRP
2459,lichen_258.scaffold_48.region001,0.131668836,lichen_258,class-Polyketide
2460,lichen_258.scaffold_5.region001,2.22e-16,lichen_258,class-NRP
2461,lichen_258.scaffold_6.region001,0.011025995,lichen_258,class-NRP
2462,lichen_258.scaffold_7.region001,0.061427381,lichen_258,class-NRP
2463,lichen_258.scaffold_86.region001,0.0,lichen_258,class-Terpene
2464,lichen_258.scaffold_88.region001,0.0,lichen_258,class-NRP
2465,lichen_258.scaffold_9.region001,0.02906676,lichen_258,class-Polyketide
2466,lichen_259.scaffold_1093.region001,0.200065835,lichen_259,class-NRP
2467,lichen_259.scaffold_1262.region001,0.038152118,lichen_259,class-NRP
2468,lichen_259.scaffold_1279.region001,0.05693353,lichen_259,class-Polyketide
2469,lichen_259.scaffold_1287.region001,0.014492754,lichen_259,class-NRP
2470,lichen_259.scaffold_133.region001,0.028943133,lichen_259,class-NRP
2471,lichen_259.scaffold_1374.region001,0.087956383,lichen_259,class-Polyketide
2472,lichen_259.scaffold_1455.region001,0.017123608,lichen_259,class-NRP
2473,lichen_259.scaffold_152.region001,0.039164454,lichen_259,class-Polyketide
2474,lichen_259.scaffold_153.region001,0.066237844,lichen_259,class-NRP
2475,lichen_259.scaffold_1545.region001,0.12213807,lichen_259,class-Polyketide
2476,lichen_259.scaffold_1641.region001,0.059820004,lichen_259,class-NRP
2477,lichen_259.scaffold_178.region001,0.057471431,lichen_259,class-Polyketide
2478,lichen_259.scaffold_1893.region001,0.043478261,lichen_259,class-NRP
2479,lichen_259.scaffold_191.region001,0.02044841,lichen_259,class-Polyketide
2480,lichen_259.scaffold_2186.region001,0.079141806,lichen_259,class-Polyketide
2481,lichen_259.scaffold_2272.region001,0.007518797,lichen_259,class-NRP
2482,lichen_259.scaffold_2343.region001,0.033268084,lichen_259,class-Polyketide
2483,lichen_259.scaffold_248.region001,0.026974952,lichen_259,class-Polyketide
2484,lichen_259.scaffold_255.region001,0.02173913,lichen_259,class-Terpene
2485,lichen_259.scaffold_262.region001,0.054599139,lichen_259,class-Polyketide
2486,lichen_259.scaffold_279.region001,0.036964832,lichen_259,class-Polyketide
2487,lichen_259.scaffold_291.region001,0.0,lichen_259,class-Terpene
2488,lichen_259.scaffold_292.region001,0.047105127,lichen_259,class-Polyketide
2489,lichen_259.scaffold_306.region001,0.05360134,lichen_259,class-Polyketide
2490,lichen_259.scaffold_33.region001,0.08117571,lichen_259,class-NRP
2491,lichen_259.scaffold_377.region001,0.029727113,lichen_259,class-Polyketide
2492,lichen_259.scaffold_408.region001,0.046360079,lichen_259,class-Polyketide
2493,lichen_259.scaffold_417.region001,0.010523855,lichen_259,class-NRP
2494,lichen_259.scaffold_424.region001,0.02216186,lichen_259,class-NRP
2495,lichen_259.scaffold_452.region001,0.025490196,lichen_259,class-Polyketide
2496,lichen_259.scaffold_5.region001,0.086949251,lichen_259,class-Polyketide
2497,lichen_259.scaffold_504.region001,0.050780647,lichen_259,class-Polyketide
2498,lichen_259.scaffold_547.region001,0.046657148,lichen_259,class-Polyketide
2499,lichen_259.scaffold_563.region001,0.069089059,lichen_259,class-Polyketide
2500,lichen_259.scaffold_589.region001,0.079331344,lichen_259,class-Polyketide
2501,lichen_259.scaffold_663.region001,0.024097121,lichen_259,class-Polyketide
2502,lichen_259.scaffold_716.region001,0.044936205,lichen_259,class-Polyketide
2503,lichen_259.scaffold_762.region001,0.265386194,lichen_259,class-NRP
2504,lichen_259.scaffold_765.region001,0.03245443,lichen_259,class-Polyketide
2505,lichen_259.scaffold_766.region001,0.005698052,lichen_259,class-NRP
2506,lichen_259.scaffold_783.region001,0.062654636,lichen_259,class-Polyketide
2507,lichen_259.scaffold_789.region001,0.077536714,lichen_259,class-Polyketide
2508,lichen_259.scaffold_808.region001,0.010414283,lichen_259,class-NRP
2509,lichen_259.scaffold_839.region001,0.0,lichen_259,class-Terpene
2510,lichen_259.scaffold_840.region001,0.210994522,lichen_259,class-NRP
2511,lichen_259.scaffold_842.region001,0.019189765,lichen_259,class-Polyketide
2512,lichen_259.scaffold_893.region001,0.00619201,lichen_259,class-NRP
2513,lichen_259.scaffold_923.region001,0.254428244,lichen_259,class-NRP
2514,lichen_259.scaffold_950.region001,0.034282234,lichen_259,class-Polyketide
2515,lichen_259.scaffold_967.region001,0.02504817,lichen_259,class-Polyketide
2516,lichen_26.scaffold_1012.region001,0.0,lichen_26,class-Other
2517,lichen_26.scaffold_104.region001,0.072975189,lichen_26,class-Terpene
2518,lichen_26.scaffold_1222.region001,0.0,lichen_26,class-Terpene
2519,lichen_26.scaffold_126.region001,0.189309649,lichen_26,class-NRP
2520,lichen_26.scaffold_1312.region001,0.0,lichen_26,class-Terpene
2521,lichen_26.scaffold_157.region001,0.059784122,lichen_26,class-Polyketide
2522,lichen_26.scaffold_255.region001,0.056424594,lichen_26,class-Polyketide
2523,lichen_26.scaffold_283.region001,0.100828619,lichen_26,class-Polyketide
2524,lichen_26.scaffold_302.region001,0.059815649,lichen_26,class-Polyketide
2525,lichen_26.scaffold_319.region001,0.254043156,lichen_26,class-Terpene
2526,lichen_26.scaffold_349.region001,0.219356427,lichen_26,class-Terpene
2527,lichen_26.scaffold_364.region001,0.263345504,lichen_26,class-NRP
2528,lichen_26.scaffold_37.region001,0.336633663,lichen_26,class-Terpene
2529,lichen_26.scaffold_392.region001,0.0,lichen_26,class-Terpene
2530,lichen_26.scaffold_430.region001,0.046542638,lichen_26,class-Polyketide
2531,lichen_26.scaffold_448.region001,0.043478261,lichen_26,class-Terpene
2532,lichen_26.scaffold_45.region001,0.057787835,lichen_26,class-NRP
2533,lichen_26.scaffold_480.region001,0.045978947,lichen_26,class-Polyketide
2534,lichen_26.scaffold_530.region001,0.113274485,lichen_26,class-Polyketide
2535,lichen_26.scaffold_62.region001,0.26206067,lichen_26,class-Terpene
2536,lichen_26.scaffold_755.region001,0.0,lichen_26,class-Terpene
2537,lichen_26.scaffold_776.region001,0.203007519,lichen_26,class-Other
2538,lichen_26.scaffold_78.region001,0.147120667,lichen_26,class-NRP
2539,lichen_26.scaffold_817.region001,0.078431373,lichen_26,class-Terpene
2540,lichen_26.scaffold_821.region001,0.060475388,lichen_26,class-Polyketide
2541,lichen_260.scaffold_110.region001,0.082114001,lichen_260,class-Polyketide
2542,lichen_260.scaffold_116.region001,0.086340717,lichen_260,class-Polyketide
2543,lichen_260.scaffold_123.region001,0.00862069,lichen_260,class-Polyketide
2544,lichen_260.scaffold_13.region001,0.013797852,lichen_260,class-Polyketide
2545,lichen_260.scaffold_130.region001,0.100114524,lichen_260,class-Polyketide
2546,lichen_260.scaffold_135.region001,0.034533235,lichen_260,class-Polyketide
2547,lichen_260.scaffold_14.region001,0.029366306,lichen_260,class-Polyketide
2548,lichen_260.scaffold_167.region001,0.030828516,lichen_260,class-Polyketide
2549,lichen_260.scaffold_19.region001,0.04,lichen_260,class-NRP
2550,lichen_260.scaffold_2.region001,0.09081725,lichen_260,class-NRP
2551,lichen_260.scaffold_209.region001,0.036245293,lichen_260,class-Polyketide
2552,lichen_260.scaffold_217.region001,0.006510015,lichen_260,class-NRP
2553,lichen_260.scaffold_26.region001,0.052193791,lichen_260,class-Polyketide
2554,lichen_260.scaffold_277.region001,0.015834749,lichen_260,class-Polyketide
2555,lichen_260.scaffold_290.region001,0.081152287,lichen_260,class-Polyketide
2556,lichen_260.scaffold_3.region001,0.021052632,lichen_260,class-NRP
2557,lichen_260.scaffold_301.region001,0.080504531,lichen_260,class-Polyketide
2558,lichen_260.scaffold_312.region001,0.024797033,lichen_260,class-Polyketide
2559,lichen_260.scaffold_333.region001,0.021539492,lichen_260,class-Polyketide
2560,lichen_260.scaffold_336.region001,0.012820513,lichen_260,class-NRP
2561,lichen_260.scaffold_37.region001,0.04770017,lichen_260,class-Polyketide
2562,lichen_260.scaffold_39.region001,0.024079089,lichen_260,class-Polyketide
2563,lichen_260.scaffold_4.region001,0.025487655,lichen_260,class-Polyketide
2564,lichen_260.scaffold_424.region001,0.002114165,lichen_260,class-Polyketide
2565,lichen_260.scaffold_47.region001,0.0,lichen_260,class-NRP
2566,lichen_260.scaffold_489.region001,0.211771757,lichen_260,class-NRP
2567,lichen_260.scaffold_530.region001,0.031509595,lichen_260,class-Polyketide
2568,lichen_260.scaffold_531.region001,0.041066565,lichen_260,class-Polyketide
2569,lichen_260.scaffold_65.region001,0.0,lichen_260,class-NRP
2570,lichen_260.scaffold_691.region001,0.209396553,lichen_260,class-NRP
2571,lichen_260.scaffold_746.region001,0.077414415,lichen_260,class-NRP
2572,lichen_260.scaffold_798.region001,0.029038113,lichen_260,class-Polyketide
2573,lichen_260.scaffold_805.region001,0.075015515,lichen_260,class-NRP
2574,lichen_260.scaffold_85.region001,0.010092452,lichen_260,class-Polyketide
2575,lichen_260.scaffold_87.region001,0.133931292,lichen_260,class-NRP
2576,lichen_260.scaffold_897.region001,0.036256493,lichen_260,class-NRP
2577,lichen_260.scaffold_9.region001,0.005063324,lichen_260,class-NRP
2578,lichen_260.scaffold_906.region001,0.054347826,lichen_260,class-NRP
2579,lichen_260.scaffold_915.region001,0.022255609,lichen_260,class-Polyketide
2580,lichen_260.scaffold_975.region001,0.020618557,lichen_260,class-NRP
2581,lichen_260.scaffold_990.region001,0.06926131,lichen_260,class-NRP
2582,lichen_261.scaffold_110.region001,0.06312448,lichen_261,class-Polyketide
2583,lichen_261.scaffold_113.region001,0.011363636,lichen_261,class-NRP
2584,lichen_261.scaffold_1174.region001,0.006227695,lichen_261,class-NRP
2585,lichen_261.scaffold_1244.region001,0.02,lichen_261,class-NRP
2586,lichen_261.scaffold_146.region001,0.101927673,lichen_261,class-NRP
2587,lichen_261.scaffold_149.region001,0.131591998,lichen_261,class-NRP
2588,lichen_261.scaffold_15.region001,0.152208752,lichen_261,class-NRP
2589,lichen_261.scaffold_151.region001,0.006305595,lichen_261,class-NRP
2590,lichen_261.scaffold_156.region001,0.148029143,lichen_261,class-Terpene
2591,lichen_261.scaffold_164.region001,0.316199844,lichen_261,class-NRP
2592,lichen_261.scaffold_18.region001,0.0,lichen_261,class-Terpene
2593,lichen_261.scaffold_2.region001,0.067669173,lichen_261,class-NRP
2594,lichen_261.scaffold_217.region001,0.073528612,lichen_261,class-Polyketide
2595,lichen_261.scaffold_23.region001,0.0,lichen_261,class-NRP
2596,lichen_261.scaffold_25.region001,0.042595153,lichen_261,class-NRP
2597,lichen_261.scaffold_261.region001,0.006600732,lichen_261,class-NRP
2598,lichen_261.scaffold_270.region001,0.051573012,lichen_261,class-Polyketide
2599,lichen_261.scaffold_28.region001,0.003430532,lichen_261,class-Polyketide
2600,lichen_261.scaffold_296.region001,0.060468244,lichen_261,class-Polyketide
2601,lichen_261.scaffold_304.region001,0.022671083,lichen_261,class-NRP
2602,lichen_261.scaffold_344.region001,0.01966966,lichen_261,class-Polyketide
2603,lichen_261.scaffold_351.region001,0.022660984,lichen_261,class-NRP
2604,lichen_261.scaffold_367.region001,0.266339289,lichen_261,class-NRP
2605,lichen_261.scaffold_385.region001,0.023479105,lichen_261,class-Polyketide
2606,lichen_261.scaffold_476.region001,0.086740698,lichen_261,class-NRP
2607,lichen_261.scaffold_479.region001,0.006600732,lichen_261,class-NRP
2608,lichen_261.scaffold_53.region001,0.081828314,lichen_261,class-Terpene
2609,lichen_261.scaffold_537.region001,0.109186671,lichen_261,class-NRP
2610,lichen_261.scaffold_60.region001,0.029466392,lichen_261,class-NRP
2611,lichen_261.scaffold_688.region001,0.054301945,lichen_261,class-Polyketide
2612,lichen_261.scaffold_71.region001,0.163544942,lichen_261,class-NRP
2613,lichen_261.scaffold_72.region001,0.062296483,lichen_261,class-NRP
2614,lichen_261.scaffold_721.region001,0.048244253,lichen_261,class-Polyketide
2615,lichen_261.scaffold_732.region001,0.0298575,lichen_261,class-NRP
2616,lichen_261.scaffold_760.region001,0.0,lichen_261,class-Terpene
2617,lichen_261.scaffold_771.region001,0.022512451,lichen_261,class-Polyketide
2618,lichen_261.scaffold_778.region001,0.020383032,lichen_261,class-Polyketide
2619,lichen_261.scaffold_784.region001,0.014492754,lichen_261,class-NRP
2620,lichen_261.scaffold_839.region001,0.144460948,lichen_261,class-NRP
2621,lichen_261.scaffold_848.region001,0.072463768,lichen_261,class-Terpene
2622,lichen_261.scaffold_955.region001,0.050832309,lichen_261,class-NRP
2623,lichen_261.scaffold_963.region001,0.035483871,lichen_261,class-Polyketide
2624,lichen_262.scaffold_1.region001,0.062296483,lichen_262,class-NRP
2625,lichen_262.scaffold_1.region002,0.070674234,lichen_262,class-Polyketide
2626,lichen_262.scaffold_122.region001,0.107296137,lichen_262,class-NRP
2627,lichen_262.scaffold_127.region001,0.172609714,lichen_262,class-NRP
2628,lichen_262.scaffold_13.region001,0.048477414,lichen_262,class-Polyketide
2629,lichen_262.scaffold_145.region001,0.289224973,lichen_262,class-NRP
2630,lichen_262.scaffold_148.region001,0.046925197,lichen_262,class-Terpene
2631,lichen_262.scaffold_161.region001,0.061615355,lichen_262,class-NRP
2632,lichen_262.scaffold_170.region001,0.054170095,lichen_262,class-NRP
2633,lichen_262.scaffold_172.region001,0.083673887,lichen_262,class-Terpene
2634,lichen_262.scaffold_173.region001,0.044510386,lichen_262,class-Polyketide
2635,lichen_262.scaffold_175.region001,0.122485299,lichen_262,class-NRP
2636,lichen_262.scaffold_183.region001,0.066402365,lichen_262,class-NRP
2637,lichen_262.scaffold_186.region001,0.044192343,lichen_262,class-Polyketide
2638,lichen_262.scaffold_20.region001,0.005434783,lichen_262,class-NRP
2639,lichen_262.scaffold_208.region001,0.055823474,lichen_262,class-Polyketide
2640,lichen_262.scaffold_209.region001,0.042699725,lichen_262,class-Polyketide
2641,lichen_262.scaffold_213.region001,0.057005024,lichen_262,class-Polyketide
2642,lichen_262.scaffold_267.region001,0.022053527,lichen_262,class-Polyketide
2643,lichen_262.scaffold_274.region001,0.086740698,lichen_262,class-NRP
2644,lichen_262.scaffold_278.region001,0.056880875,lichen_262,class-NRP
2645,lichen_262.scaffold_28.region001,2.22e-16,lichen_262,class-Terpene
2646,lichen_262.scaffold_285.region001,0.059460057,lichen_262,class-Terpene
2647,lichen_262.scaffold_288.region001,0.067647059,lichen_262,class-Polyketide
2648,lichen_262.scaffold_30.region001,0.029466392,lichen_262,class-NRP
2649,lichen_262.scaffold_34.region001,0.067669173,lichen_262,class-NRP
2650,lichen_262.scaffold_35.region001,0.042595153,lichen_262,class-NRP
2651,lichen_262.scaffold_39.region001,0.050838937,lichen_262,class-Polyketide
2652,lichen_262.scaffold_47.region001,0.036443922,lichen_262,class-Polyketide
2653,lichen_262.scaffold_48.region001,0.011363636,lichen_262,class-NRP
2654,lichen_262.scaffold_6.region001,0.173202029,lichen_262,class-NRP
2655,lichen_262.scaffold_69.region001,0.003430532,lichen_262,class-Polyketide
2656,lichen_262.scaffold_7.region001,0.052557186,lichen_262,class-NRP
2657,lichen_262.scaffold_88.region001,0.415268714,lichen_262,class-Terpene
2658,lichen_262.scaffold_89.region001,0.052390481,lichen_262,class-NRP
2659,lichen_265.c00001_NODE_1_...region001,0.041140315,lichen_265,class-Polyketide
2660,lichen_265.c00008_NODE_8_...region001,0.007067226,lichen_265,class-NRP
2661,lichen_265.c00020_NODE_20...region001,0.014761827,lichen_265,class-Polyketide
2662,lichen_265.c00039_NODE_39...region001,0.092417837,lichen_265,class-Polyketide
2663,lichen_265.c00042_NODE_42...region001,0.139382275,lichen_265,class-Polyketide
2664,lichen_265.c00083_NODE_83...region001,0.026315789,lichen_265,class-NRP
2665,lichen_265.c00090_NODE_90...region001,0.02173913,lichen_265,class-NRP
2666,lichen_267.scaffold_10.region001,0.067698259,lichen_267,class-Polyketide
2667,lichen_267.scaffold_11.region001,0.013328258,lichen_267,class-NRP
2668,lichen_267.scaffold_2.region001,0.014761827,lichen_267,class-Polyketide
2669,lichen_267.scaffold_20.region001,0.006385448,lichen_267,class-NRP
2670,lichen_267.scaffold_30.region001,0.006077477,lichen_267,class-NRP
2671,lichen_267.scaffold_5.region001,0.014699023,lichen_267,class-NRP
2672,lichen_267.scaffold_62.region001,0.041139379,lichen_267,class-Polyketide
2673,lichen_267.scaffold_64.region001,0.046153846,lichen_267,class-Polyketide
2674,lichen_267.scaffold_68.region001,0.028528337,lichen_267,class-NRP
2675,lichen_267.scaffold_7.region001,0.052788981,lichen_267,class-Polyketide
2676,lichen_267.scaffold_8.region001,0.010775862,lichen_267,class-Polyketide
2677,lichen_267.scaffold_9.region001,0.03540729,lichen_267,class-Polyketide
2678,lichen_268.scaffold_1065.region001,0.0,lichen_268,class-NRP
2679,lichen_268.scaffold_1071.region001,0.23273622,lichen_268,class-Other
2680,lichen_268.scaffold_1082.region001,0.0,lichen_268,class-Terpene
2681,lichen_268.scaffold_124.region001,0.041138582,lichen_268,class-Polyketide
2682,lichen_268.scaffold_1280.region001,0.049135044,lichen_268,class-Polyketide
2683,lichen_268.scaffold_134.region001,0.051930773,lichen_268,class-Polyketide
2684,lichen_268.scaffold_139.region001,0.082431558,lichen_268,class-Polyketide
2685,lichen_268.scaffold_1461.region001,0.0,lichen_268,class-Terpene
2686,lichen_268.scaffold_158.region001,0.071316604,lichen_268,class-NRP
2687,lichen_268.scaffold_1642.region001,0.050724638,lichen_268,class-Terpene
2688,lichen_268.scaffold_1654.region001,0.047709528,lichen_268,class-NRP
2689,lichen_268.scaffold_1657.region001,0.118310637,lichen_268,class-Polyketide
2690,lichen_268.scaffold_1691.region001,0.208602551,lichen_268,class-NRP
2691,lichen_268.scaffold_176.region001,0.133922302,lichen_268,class-NRP
2692,lichen_268.scaffold_1813.region001,0.0,lichen_268,class-NRP
2693,lichen_268.scaffold_184.region001,0.016355627,lichen_268,class-NRP
2694,lichen_268.scaffold_1849.region001,0.013333333,lichen_268,class-NRP
2695,lichen_268.scaffold_189.region001,0.108193108,lichen_268,class-NRP
2696,lichen_268.scaffold_196.region001,0.026275116,lichen_268,class-Polyketide
2697,lichen_268.scaffold_1990.region001,0.174849314,lichen_268,class-Polyketide
2698,lichen_268.scaffold_2051.region001,0.073534583,lichen_268,class-Polyketide
2699,lichen_268.scaffold_21.region001,0.061487524,lichen_268,class-NRP
2700,lichen_268.scaffold_2103.region001,0.019420971,lichen_268,class-Polyketide
2701,lichen_268.scaffold_2137.region001,0.05596341,lichen_268,class-NRP
2702,lichen_268.scaffold_22.region001,0.123020953,lichen_268,class-Polyketide
2703,lichen_268.scaffold_245.region001,0.072918181,lichen_268,class-Polyketide
2704,lichen_268.scaffold_248.region001,0.024390244,lichen_268,class-Polyketide
2705,lichen_268.scaffold_25.region001,0.025349353,lichen_268,class-NRP
2706,lichen_268.scaffold_273.region001,0.211022327,lichen_268,class-NRP
2707,lichen_268.scaffold_280.region001,0.076086957,lichen_268,class-NRP
2708,lichen_268.scaffold_283.region001,0.014492754,lichen_268,class-NRP
2709,lichen_268.scaffold_288.region001,0.002114165,lichen_268,class-Polyketide
2710,lichen_268.scaffold_3.region001,0.044611992,lichen_268,class-NRP
2711,lichen_268.scaffold_349.region001,0.038764985,lichen_268,class-Polyketide
2712,lichen_268.scaffold_358.region001,0.044396468,lichen_268,class-Polyketide
2713,lichen_268.scaffold_365.region001,0.03826966,lichen_268,class-Polyketide
2714,lichen_268.scaffold_377.region001,0.120853081,lichen_268,class-Polyketide
2715,lichen_268.scaffold_427.region001,0.034883721,lichen_268,class-Polyketide
2716,lichen_268.scaffold_44.region001,0.039807782,lichen_268,class-Polyketide
2717,lichen_268.scaffold_473.region001,0.014112903,lichen_268,class-Polyketide
2718,lichen_268.scaffold_491.region001,0.0,lichen_268,class-Terpene
2719,lichen_268.scaffold_530.region001,0.063333273,lichen_268,class-NRP
2720,lichen_268.scaffold_56.region001,0.023121387,lichen_268,class-Polyketide
2721,lichen_268.scaffold_637.region001,0.020516533,lichen_268,class-Polyketide
2722,lichen_268.scaffold_647.region001,0.014285714,lichen_268,class-Polyketide
2723,lichen_268.scaffold_651.region001,0.052002054,lichen_268,class-NRP
2724,lichen_268.scaffold_653.region001,0.102229606,lichen_268,class-NRP
2725,lichen_268.scaffold_664.region001,0.086722084,lichen_268,class-Terpene
2726,lichen_268.scaffold_68.region001,0.058159211,lichen_268,class-Polyketide
2727,lichen_268.scaffold_73.region001,0.239416512,lichen_268,class-NRP
2728,lichen_268.scaffold_737.region001,0.025725806,lichen_268,class-Polyketide
2729,lichen_268.scaffold_797.region001,0.195815021,lichen_268,class-Other
2730,lichen_268.scaffold_85.region001,0.031026473,lichen_268,class-Polyketide
2731,lichen_268.scaffold_884.region001,0.0,lichen_268,class-NRP
2732,lichen_268.scaffold_909.region001,0.009803922,lichen_268,class-Polyketide
2733,lichen_268.scaffold_916.region001,0.031949968,lichen_268,class-Polyketide
2734,lichen_268.scaffold_924.region001,0.144155673,lichen_268,class-Other
2735,lichen_268.scaffold_962.region001,0.012137653,lichen_268,class-NRP
2736,lichen_27.scaffold_10.region001,0.127860447,lichen_27,class-NRP
2737,lichen_27.scaffold_102.region001,0.050728427,lichen_27,class-Polyketide
2738,lichen_27.scaffold_103.region001,0.16711185,lichen_27,class-NRP
2739,lichen_27.scaffold_1034.region001,0.07513047,lichen_27,class-Polyketide
2740,lichen_27.scaffold_1081.region001,0.045958658,lichen_27,class-Polyketide
2741,lichen_27.scaffold_1084.region001,0.20673933,lichen_27,class-Other
2742,lichen_27.scaffold_1137.region001,0.050105765,lichen_27,class-Polyketide
2743,lichen_27.scaffold_1164.region001,0.129697176,lichen_27,class-Polyketide
2744,lichen_27.scaffold_1222.region001,0.048960912,lichen_27,class-Polyketide
2745,lichen_27.scaffold_1307.region001,0.093100162,lichen_27,class-Polyketide
2746,lichen_27.scaffold_1326.region001,0.042540728,lichen_27,class-NRP
2747,lichen_27.scaffold_140.region001,0.013442995,lichen_27,class-NRP
2748,lichen_27.scaffold_143.region001,0.106809196,lichen_27,class-Polyketide
2749,lichen_27.scaffold_149.region001,0.044342436,lichen_27,class-Polyketide
2750,lichen_27.scaffold_1657.region001,0.34212176,lichen_27,class-Terpene
2751,lichen_27.scaffold_1658.region001,0.0,lichen_27,class-Terpene
2752,lichen_27.scaffold_1681.region001,0.212690189,lichen_27,class-NRP
2753,lichen_27.scaffold_1752.region001,0.02252526,lichen_27,class-Polyketide
2754,lichen_27.scaffold_177.region001,0.162153502,lichen_27,class-NRP
2755,lichen_27.scaffold_1802.region001,0.152208752,lichen_27,class-Terpene
2756,lichen_27.scaffold_188.region001,0.149954374,lichen_27,class-Polyketide
2757,lichen_27.scaffold_2099.region001,0.009584103,lichen_27,class-Polyketide
2758,lichen_27.scaffold_217.region001,0.132456584,lichen_27,class-NRP
2759,lichen_27.scaffold_221.region001,0.123397085,lichen_27,class-NRP
2760,lichen_27.scaffold_2386.region001,0.086722084,lichen_27,class-NRP
2761,lichen_27.scaffold_245.region001,0.0,lichen_27,class-Terpene
2762,lichen_27.scaffold_2453.region001,0.066341815,lichen_27,class-NRP
2763,lichen_27.scaffold_250.region001,0.328198102,lichen_27,class-NRP
2764,lichen_27.scaffold_253.region001,0.0,lichen_27,class-Terpene
2765,lichen_27.scaffold_268.region001,0.142693871,lichen_27,class-NRP
2766,lichen_27.scaffold_284.region001,0.064595947,lichen_27,class-Polyketide
2767,lichen_27.scaffold_292.region001,0.036876564,lichen_27,class-Polyketide
2768,lichen_27.scaffold_362.region001,0.100747341,lichen_27,class-Polyketide
2769,lichen_27.scaffold_367.region001,0.091355163,lichen_27,class-Polyketide
2770,lichen_27.scaffold_371.region001,0.031292517,lichen_27,class-Polyketide
2771,lichen_27.scaffold_38.region001,0.112619084,lichen_27,class-Polyketide
2772,lichen_27.scaffold_405.region001,0.046505543,lichen_27,class-Polyketide
2773,lichen_27.scaffold_420.region001,0.023767963,lichen_27,class-Polyketide
2774,lichen_27.scaffold_464.region001,0.157317096,lichen_27,class-NRP
2775,lichen_27.scaffold_52.region001,0.065082582,lichen_27,class-Polyketide
2776,lichen_27.scaffold_527.region001,0.088333869,lichen_27,class-NRP
2777,lichen_27.scaffold_543.region001,0.070654116,lichen_27,class-NRP
2778,lichen_27.scaffold_847.region001,0.053135847,lichen_27,class-Polyketide
2779,lichen_27.scaffold_89.region001,0.201253345,lichen_27,class-Other
2780,lichen_27.scaffold_90.region001,0.004,lichen_27,class-Polyketide
2781,lichen_27.scaffold_936.region001,0.169106542,lichen_27,class-NRP
2782,lichen_27.scaffold_954.region001,0.044407453,lichen_27,class-Polyketide
2783,lichen_27.scaffold_97.region001,0.06,lichen_27,class-Terpene
2784,lichen_272.scaffold_12.region001,0.006344915,lichen_272,class-NRP
2785,lichen_272.scaffold_141.region001,0.011494253,lichen_272,class-NRP
2786,lichen_272.scaffold_143.region001,0.046765164,lichen_272,class-Polyketide
2787,lichen_272.scaffold_145.region001,0.028985507,lichen_272,class-NRP
2788,lichen_272.scaffold_156.region001,0.023439308,lichen_272,class-Polyketide
2789,lichen_272.scaffold_2.region001,0.077258738,lichen_272,class-Polyketide
2790,lichen_272.scaffold_4.region001,0.028729004,lichen_272,class-NRP
2791,lichen_272.scaffold_42.region001,0.180845562,lichen_272,class-Polyketide
2792,lichen_272.scaffold_58.region001,0.006344915,lichen_272,class-NRP
2793,lichen_272.scaffold_80.region001,0.008510638,lichen_272,class-Polyketide
2794,lichen_272.scaffold_81.region001,0.030162128,lichen_272,class-Polyketide
2795,lichen_272.scaffold_9.region001,0.039634748,lichen_272,class-Polyketide
2796,lichen_276.scaffold_11.region001,0.007710301,lichen_276,class-Polyketide
2797,lichen_276.scaffold_1152.region001,0.059675885,lichen_276,class-Polyketide
2798,lichen_276.scaffold_1248.region001,0.05511811,lichen_276,class-Polyketide
2799,lichen_276.scaffold_1292.region001,0.034151803,lichen_276,class-Polyketide
2800,lichen_276.scaffold_132.region001,0.013205368,lichen_276,class-Polyketide
2801,lichen_276.scaffold_143.region001,0.041129248,lichen_276,class-Polyketide
2802,lichen_276.scaffold_214.region001,0.01056127,lichen_276,class-NRP
2803,lichen_276.scaffold_29.region001,0.02320349,lichen_276,class-Polyketide
2804,lichen_276.scaffold_290.region001,0.0,lichen_276,class-NRP
2805,lichen_276.scaffold_44.region001,0.042526876,lichen_276,class-Polyketide
2806,lichen_276.scaffold_530.region001,0.027027027,lichen_276,class-NRP
2807,lichen_276.scaffold_613.region001,0.008510638,lichen_276,class-Polyketide
2808,lichen_276.scaffold_63.region001,0.087771651,lichen_276,class-Polyketide
2809,lichen_276.scaffold_698.region001,0.044126508,lichen_276,class-Polyketide
2810,lichen_276.scaffold_700.region001,0.0,lichen_276,class-Terpene
2811,lichen_276.scaffold_71.region001,0.014192058,lichen_276,class-NRP
2812,lichen_276.scaffold_791.region001,0.075530282,lichen_276,class-Polyketide
