,BGC,GCF,GCC
7800,NW_003345200.1.region004.gbk,GCF_386,GCC_4
7801,NW_003345200.1.region005.gbk,GCF_1086,GCC_45
7802,NW_003345200.1.region006.gbk,GCF_583,GCC_58
7803,NW_003345200.1.region007.gbk,GCF_309,GCC_4
7804,NW_003345201.1.region001.gbk,GCF_207,GCC_58
7805,NW_003345201.1.region002.gbk,GCF_2405,GCC_12
7806,NW_003345201.1.region003.gbk,GCF_1478,GCC_4
7807,NW_003345201.1.region004.gbk,GCF_11,GCC_58
7808,NW_003345201.1.region005.gbk,GCF_1898,GCC_4
7809,NW_003345201.1.region006.gbk,GCF_615,GCC_58
7810,NW_003345201.1.region007.gbk,GCF_4373,GCC_4
7811,NW_003345201.1.region008.gbk,GCF_10,GCC_58
7812,NW_003456411.1.region001.gbk,GCF_588,GCC_4
7813,NW_003456412.1.region001.gbk,GCF_604,GCC_4
7814,NW_003456414.1.region001.gbk,GCF_502,GCC_75
7815,NW_003456415.1.region001.gbk,GCF_95,GCC_58
7816,NW_003456416.1.region001.gbk,GCF_1789,GCC_4
7817,NW_003456417.1.region001.gbk,GCF_1047,GCC_4
7818,NW_003456419.1.region001.gbk,GCF_10,GCC_58
7819,NW_003456420.1.region001.gbk,GCF_130,GCC_18
7820,NW_003456420.1.region002.gbk,GCF_259,GCC_46
7821,NW_003456421.1.region001.gbk,GCF_3371,GCC_4
7822,NW_003456421.1.region002.gbk,GCF_1317,GCC_45
7823,NW_003456422.1.region001.gbk,GCF_376,GCC_12
7824,NW_003456423.1.region001.gbk,GCF_249,GCC_58
7825,NW_003456423.1.region002.gbk,GCF_396,GCC_75
7826,NW_003456424.1.region001.gbk,GCF_309,GCC_4
7827,NW_003456424.1.region002.gbk,GCF_71,GCC_58
7828,NW_003456425.1.region001.gbk,GCF_1338,GCC_75
7829,NW_003456426.1.region001.gbk,GCF_29,GCC_58
7830,NW_003456426.1.region002.gbk,GCF_29,GCC_58
7831,NW_003456426.1.region003.gbk,GCF_147,GCC_58
7832,NW_003456426.1.region004.gbk,GCF_43,GCC_4
7833,NW_003456426.1.region005.gbk,GCF_1460,GCC_4
7834,NW_003456427.1.region001.gbk,GCF_618,GCC_58
7835,NW_003456427.1.region002.gbk,GCF_2474,GCC_28
7836,NW_003456427.1.region003.gbk,GCF_1824,GCC_45
7837,NW_003456427.1.region004.gbk,GCF_4547,GCC_27
7838,NW_003456427.1.region005.gbk,GCF_2300,GCC_46
7839,NW_003456427.1.region006.gbk,GCF_624,GCC_4
7840,NW_003456428.1.region001.gbk,GCF_115,GCC_4
7841,NW_003456428.1.region002.gbk,GCF_1898,GCC_4
7842,NW_003456428.1.region003.gbk,GCF_615,GCC_58
7843,NW_003456428.1.region004.gbk,GCF_11,GCC_58
7844,NW_003456428.1.region005.gbk,GCF_1478,GCC_4
7845,NW_003456428.1.region006.gbk,GCF_753,GCC_58
7846,NW_003533845.1.region001.gbk,GCF_121,GCC_46
7847,NW_003533845.1.region002.gbk,GCF_537,GCC_28
7848,NW_003533846.1.region001.gbk,GCF_4893,GCC_58
7849,NW_003533847.1.region001.gbk,GCF_506,GCC_4
7850,NW_003533849.1.region001.gbk,GCF_4432,GCC_46
7851,NW_003533850.1.region001.gbk,GCF_21,GCC_46
7852,NW_003533864.1.region001.gbk,GCF_29,GCC_58
7853,NW_003533864.1.region002.gbk,GCF_1161,GCC_75
7854,NW_003533865.1.region001.gbk,GCF_395,GCC_75
7855,NW_003533866.1.region001.gbk,GCF_2976,GCC_27
7856,NW_003533868.1.region001.gbk,GCF_4936,GCC_36
7857,NW_003533872.1.region001.gbk,GCF_3619,GCC_58
7858,NW_003533872.1.region002.gbk,GCF_18,GCC_58
7859,NW_003533873.1.region001.gbk,GCF_4821,GCC_58
7860,NW_003533874.1.region001.gbk,GCF_29,GCC_58
7861,NW_003533874.1.region002.gbk,GCF_4784,GCC_46
7862,NW_003533875.1.region001.gbk,GCF_71,GCC_58
7863,NW_003533875.1.region002.gbk,GCF_29,GCC_58
7864,NW_003533876.1.region001.gbk,GCF_25,GCC_4
7865,NW_003533876.1.region002.gbk,GCF_1109,GCC_4
7866,NW_003533877.1.region001.gbk,GCF_29,GCC_58
7867,NW_003533878.1.region001.gbk,GCF_29,GCC_58
7868,NW_003533878.1.region002.gbk,GCF_189,GCC_58
7869,NW_003533878.1.region003.gbk,GCF_103,GCC_45
7870,NW_003533878.1.region004.gbk,GCF_4954,GCC_101
7871,NW_003533878.1.region005.gbk,GCF_143,GCC_58
7872,NW_003533878.1.region006.gbk,GCF_152,GCC_4
7873,NW_003533878.1.region007.gbk,GCF_2814,GCC_46
7874,NW_003613579.1.region001.gbk,GCF_2892,GCC_46
7875,NW_003613579.1.region002.gbk,GCF_4170,GCC_46
7876,NW_003613579.1.region003.gbk,GCF_29,GCC_58
7877,NW_004504307.1.region001.gbk,GCF_646,GCC_46
7878,NW_004504307.1.region002.gbk,GCF_2468,GCC_36
7879,NW_004504307.1.region003.gbk,GCF_143,GCC_58
7880,NW_004504308.1.region001.gbk,GCF_1196,GCC_58
7881,NW_004504308.1.region002.gbk,GCF_1389,GCC_75
7882,NW_004504309.1.region001.gbk,GCF_357,GCC_4
7883,NW_004504309.1.region002.gbk,GCF_4936,GCC_36
7884,NW_004504309.1.region003.gbk,GCF_10,GCC_58
7885,NW_004504309.1.region004.gbk,GCF_936,GCC_30
7886,NW_004504309.1.region005.gbk,GCF_416,GCC_58
7887,NW_004504309.1.region006.gbk,GCF_4946,GCC_4
7888,NW_004504310.1.region001.gbk,GCF_143,GCC_58
7889,NW_004504310.1.region002.gbk,GCF_1770,GCC_4
7890,NW_004504310.1.region003.gbk,GCF_2280,GCC_27
7891,NW_004504310.1.region004.gbk,GCF_259,GCC_46
7892,NW_004504310.1.region005.gbk,GCF_706,GCC_4
7893,NW_004504310.1.region006.gbk,GCF_1600,GCC_4
7894,NW_004504311.1.region001.gbk,GCF_895,GCC_58
7895,NW_004504311.1.region002.gbk,GCF_2355,GCC_46
7896,NW_004504311.1.region003.gbk,GCF_1026,GCC_58
7897,NW_004504312.1.region001.gbk,GCF_29,GCC_58
7898,NW_004504312.1.region002.gbk,GCF_868,GCC_58
7899,NW_004504312.1.region003.gbk,GCF_130,GCC_18
7900,NW_006267345.1.region001.gbk,GCF_307,GCC_3
7901,NW_006267347.1.region001.gbk,GCF_191,GCC_12
7902,NW_006267348.1.region001.gbk,GCF_191,GCC_12
7903,NW_006267348.1.region002.gbk,GCF_827,GCC_45
7904,NW_006267348.1.region003.gbk,GCF_779,GCC_46
7905,NW_006267366.1.region001.gbk,GCF_91,GCC_45
7906,NW_006267366.1.region002.gbk,GCF_1589,GCC_28
7907,NW_006267366.1.region003.gbk,GCF_82,GCC_52
7908,NW_006267366.1.region004.gbk,GCF_949,GCC_45
7909,NW_006267367.1.region001.gbk,GCF_2189,GCC_58
7910,NW_006267369.1.region001.gbk,GCF_661,GCC_75
7911,NW_006267369.1.region002.gbk,GCF_1554,GCC_28
7912,NW_006267369.1.region003.gbk,GCF_1171,GCC_56
7913,NW_006267370.1.region001.gbk,GCF_502,GCC_75
7914,NW_006267370.1.region002.gbk,GCF_1769,GCC_46
7915,NW_006267371.1.region001.gbk,GCF_1061,GCC_58
7916,NW_006267371.1.region002.gbk,GCF_91,GCC_45
7917,NW_006267371.1.region003.gbk,GCF_4698,GCC_45
7918,NW_006267371.1.region004.gbk,GCF_1342,GCC_45
7919,NW_006267372.1.region001.gbk,GCF_2782,GCC_46
7920,NW_006267372.1.region002.gbk,GCF_1961,GCC_46
7921,NW_006271969.1.region001.gbk,GCF_569,GCC_58
7922,NW_006271969.1.region002.gbk,GCF_770,GCC_4
7923,NW_006271969.1.region003.gbk,GCF_532,GCC_4
7924,NW_006271969.1.region004.gbk,GCF_189,GCC_58
7925,NW_006271969.1.region005.gbk,GCF_569,GCC_58
7926,NW_006271969.1.region006.gbk,GCF_211,GCC_4
7927,NW_006271969.1.region007.gbk,GCF_18,GCC_58
7928,NW_006271970.1.region001.gbk,GCF_884,GCC_34
7929,NW_006271970.1.region002.gbk,GCF_143,GCC_58
7930,NW_006271970.1.region003.gbk,GCF_319,GCC_58
7931,NW_006271970.1.region004.gbk,GCF_504,GCC_46
7932,NW_006271970.1.region005.gbk,GCF_2645,GCC_74
7933,NW_006271970.1.region006.gbk,GCF_1246,GCC_4
7934,NW_006271970.1.region007.gbk,GCF_21,GCC_46
7935,NW_006271971.1.region001.gbk,GCF_18,GCC_58
7936,NW_006271971.1.region002.gbk,GCF_462,GCC_36
7937,NW_006271971.1.region003.gbk,GCF_1079,GCC_58
7938,NW_006271972.1.region001.gbk,GCF_268,GCC_46
7939,NW_006271972.1.region002.gbk,GCF_39,GCC_4
7940,NW_006271973.1.region001.gbk,GCF_315,GCC_4
7941,NW_006271974.1.region001.gbk,GCF_422,GCC_4
7942,NW_006271974.1.region002.gbk,GCF_1161,GCC_75
7943,NW_006271974.1.region003.gbk,GCF_11,GCC_58
7944,NW_006271975.1.region001.gbk,GCF_10,GCC_58
7945,NW_006271975.1.region002.gbk,GCF_739,GCC_46
7946,NW_006271975.1.region003.gbk,GCF_2851,GCC_46
7947,NW_006271975.1.region004.gbk,GCF_717,GCC_4
7948,NW_006271975.1.region005.gbk,GCF_29,GCC_58
7949,NW_006271977.1.region001.gbk,GCF_1079,GCC_58
7950,NW_006271977.1.region002.gbk,GCF_1156,GCC_30
7951,NW_006383031.1.region001.gbk,GCF_436,GCC_58
7952,NW_006383031.1.region002.gbk,GCF_2220,GCC_4
7953,NW_006383032.1.region001.gbk,GCF_4248,GCC_4
7954,NW_006383032.1.region002.gbk,GCF_2974,GCC_30
7955,NW_006383032.1.region003.gbk,GCF_29,GCC_58
7956,NW_006383032.1.region004.gbk,GCF_3818,GCC_4
7957,NW_006383034.1.region001.gbk,GCF_180,GCC_45
7958,NW_006383034.1.region002.gbk,GCF_1401,GCC_27
7959,NW_006383035.1.region001.gbk,GCF_222,GCC_75
7960,NW_006383035.1.region002.gbk,GCF_143,GCC_58
7961,NW_006383036.1.region001.gbk,GCF_18,GCC_58
7962,NW_006383036.1.region002.gbk,GCF_87,GCC_36
7963,NW_006383036.1.region003.gbk,GCF_1012,GCC_46
7964,NW_006763039.1.region001.gbk,GCF_18,GCC_58
7965,NW_006763039.1.region002.gbk,GCF_67,GCC_75
7966,NW_006763039.1.region003.gbk,GCF_3674,GCC_4
7967,NW_006763046.1.region001.gbk,GCF_29,GCC_58
7968,NW_006763047.1.region001.gbk,GCF_534,GCC_46
7969,NW_006763047.1.region002.gbk,GCF_4907,GCC_45
7970,NW_006763048.1.region001.gbk,GCF_3997,GCC_36
7971,NW_006763049.1.region001.gbk,GCF_10,GCC_58
7972,NW_006763053.1.region001.gbk,GCF_579,GCC_27
7973,NW_006763054.1.region001.gbk,GCF_199,GCC_58
7974,NW_006763055.1.region001.gbk,GCF_1983,GCC_4
7975,NW_006763058.1.region001.gbk,GCF_18,GCC_58
7976,NW_006763058.1.region002.gbk,GCF_716,GCC_45
7977,NW_006763060.1.region001.gbk,GCF_143,GCC_58
7978,NW_006763061.1.region001.gbk,GCF_3602,GCC_36
7979,NW_006763065.1.region001.gbk,GCF_3144,GCC_46
7980,NW_006763066.1.region001.gbk,GCF_3688,GCC_46
7981,NW_006763066.1.region002.gbk,GCF_143,GCC_58
7982,NW_006763066.1.region003.gbk,GCF_222,GCC_75
7983,NW_006767425.1.region001.gbk,GCF_4860,GCC_46
7984,NW_006767427.1.region001.gbk,GCF_255,GCC_75
7985,NW_006767429.1.region001.gbk,GCF_2543,GCC_78
7986,NW_006911257.1.region001.gbk,GCF_1196,GCC_58
7987,NW_006911257.1.region002.gbk,GCF_2099,GCC_46
7988,NW_006911258.1.region001.gbk,GCF_4542,GCC_58
7989,NW_006911259.1.region001.gbk,GCF_3869,GCC_46
7990,NW_006911259.1.region002.gbk,GCF_4658,GCC_36
7991,NW_006911260.1.region001.gbk,GCF_244,GCC_75
7992,NW_006911260.1.region002.gbk,GCF_1319,GCC_46
7993,NW_006911262.1.region001.gbk,GCF_601,GCC_46
7994,NW_006911264.1.region001.gbk,GCF_4621,GCC_4
7995,NW_006911265.1.region001.gbk,GCF_3353,GCC_75
7996,NW_006911268.1.region001.gbk,GCF_4880,GCC_4
7997,NW_006911268.1.region002.gbk,GCF_940,GCC_46
7998,NW_006911269.1.region001.gbk,GCF_2885,GCC_45
7999,NW_006911270.1.region001.gbk,GCF_1627,GCC_3
8000,NW_006911270.1.region002.gbk,GCF_4881,GCC_45
8001,NW_006911270.1.region003.gbk,GCF_4007,GCC_4
8002,NW_006911271.1.region001.gbk,GCF_3453,GCC_46
8003,NW_006912893.1.region001.gbk,GCF_17,GCC_46
8004,NW_006912893.1.region002.gbk,GCF_203,GCC_75
8005,NW_006912894.1.region001.gbk,GCF_2934,GCC_36
8006,NW_006912894.1.region002.gbk,GCF_1663,GCC_46
8007,NW_006912894.1.region003.gbk,GCF_18,GCC_58
8008,NW_006912894.1.region004.gbk,GCF_288,GCC_30
8009,NW_006912895.1.region001.gbk,GCF_73,GCC_58
8010,NW_006912896.1.region001.gbk,GCF_123,GCC_27
8011,NW_006912896.1.region002.gbk,GCF_98,GCC_4
8012,NW_006912897.1.region001.gbk,GCF_244,GCC_75
8013,NW_006912897.1.region002.gbk,GCF_140,GCC_4
8014,NW_006912900.1.region001.gbk,GCF_4264,GCC_46
8015,NW_006912903.1.region001.gbk,GCF_1312,GCC_46
8016,NW_006912903.1.region002.gbk,GCF_1345,GCC_4
8017,NW_006912904.1.region001.gbk,GCF_1161,GCC_75
8018,NW_006912904.1.region002.gbk,GCF_288,GCC_30
8019,NW_006912904.1.region003.gbk,GCF_18,GCC_58
8020,NW_006912904.1.region004.gbk,GCF_310,GCC_58
8021,NW_006912904.1.region005.gbk,GCF_244,GCC_75
8022,NW_006912904.1.region006.gbk,GCF_48,GCC_58
8023,NW_006912904.1.region007.gbk,GCF_71,GCC_58
8024,NW_006912904.1.region008.gbk,GCF_4693,GCC_58
8025,NW_006912905.1.region001.gbk,GCF_17,GCC_46
8026,NW_006912905.1.region002.gbk,GCF_18,GCC_58
8027,NW_006912905.1.region003.gbk,GCF_44,GCC_3
8028,NW_006912906.1.region001.gbk,GCF_3337,GCC_46
8029,NW_006912906.1.region002.gbk,GCF_123,GCC_27
8030,NW_006912907.1.region001.gbk,GCF_3282,GCC_4
8031,NW_006912907.1.region002.gbk,GCF_4068,GCC_46
8032,NW_006912907.1.region003.gbk,GCF_3977,GCC_46
8033,NW_006912908.1.region001.gbk,GCF_2269,GCC_46
8034,NW_006912909.1.region001.gbk,GCF_2421,GCC_46
8035,NW_006912910.1.region001.gbk,GCF_257,GCC_36
8036,NW_006912911.1.region001.gbk,GCF_1495,GCC_46
8037,NW_006912911.1.region002.gbk,GCF_3460,GCC_75
8038,NW_006912912.1.region001.gbk,GCF_4815,GCC_53
8039,NW_006912912.1.region002.gbk,GCF_98,GCC_4
8040,NW_006912914.1.region001.gbk,GCF_1035,GCC_2
8041,NW_006913045.1.region001.gbk,GCF_244,GCC_75
8042,NW_006913045.1.region002.gbk,GCF_55,GCC_46
8043,NW_006913045.1.region003.gbk,GCF_203,GCC_75
8044,NW_006913046.1.region001.gbk,GCF_18,GCC_58
8045,NW_006913047.1.region001.gbk,GCF_56,GCC_46
8046,NW_006913047.1.region002.gbk,GCF_18,GCC_58
8047,NW_006913047.1.region003.gbk,GCF_288,GCC_30
8048,NW_006913047.1.region004.gbk,GCF_257,GCC_36
8049,NW_006913049.1.region001.gbk,GCF_908,GCC_46
8050,NW_006913049.1.region002.gbk,GCF_98,GCC_4
8051,NW_006913049.1.region003.gbk,GCF_2190,GCC_27
8052,NW_006913049.1.region004.gbk,GCF_1317,GCC_45
8053,NW_006913049.1.region005.gbk,GCF_896,GCC_46
8054,NW_006917091.1.region001.gbk,GCF_189,GCC_58
8055,NW_006917091.1.region002.gbk,GCF_29,GCC_58
8056,NW_006917091.1.region003.gbk,GCF_895,GCC_58
8057,NW_006917091.1.region004.gbk,GCF_29,GCC_58
8058,NW_006917091.1.region005.gbk,GCF_25,GCC_4
8059,NW_006917091.1.region006.gbk,GCF_1023,GCC_45
8060,NW_006917091.1.region007.gbk,GCF_1098,GCC_58
8061,NW_006917091.1.region008.gbk,GCF_1235,GCC_46
8062,NW_006917092.1.region001.gbk,GCF_3333,GCC_4
8063,NW_006917092.1.region002.gbk,GCF_29,GCC_58
8064,NW_006917092.1.region003.gbk,GCF_2715,GCC_4
8065,NW_006917092.1.region004.gbk,GCF_29,GCC_58
8066,NW_006917092.1.region005.gbk,GCF_2582,GCC_3
8067,NW_006917092.1.region006.gbk,GCF_173,GCC_28
8068,NW_006917092.1.region007.gbk,GCF_3254,GCC_12
8069,NW_006917092.1.region008.gbk,GCF_71,GCC_58
8070,NW_006917092.1.region009.gbk,GCF_862,GCC_12
8071,NW_006917093.1.region001.gbk,GCF_361,GCC_58
8072,NW_006917093.1.region002.gbk,GCF_3262,GCC_45
8073,NW_006917093.1.region003.gbk,GCF_3675,GCC_46
8074,NW_006917093.1.region004.gbk,GCF_1957,GCC_46
8075,NW_006917093.1.region005.gbk,GCF_3843,GCC_46
8076,NW_006917093.1.region006.gbk,GCF_2263,GCC_4
8077,NW_006917094.1.region001.gbk,GCF_143,GCC_58
8078,NW_006917094.1.region002.gbk,GCF_615,GCC_58
8079,NW_006917094.1.region003.gbk,GCF_61,GCC_36
8080,NW_006917094.1.region004.gbk,GCF_1713,GCC_58
8081,NW_006917094.1.region005.gbk,GCF_222,GCC_75
8082,NW_006917094.1.region006.gbk,GCF_4565,GCC_46
8083,NW_006917094.1.region007.gbk,GCF_18,GCC_58
8084,NW_006917094.1.region008.gbk,GCF_1831,GCC_45
8085,NW_006917095.1.region001.gbk,GCF_3686,GCC_45
8086,NW_006917095.1.region002.gbk,GCF_615,GCC_58
8087,NW_006917095.1.region003.gbk,GCF_2113,GCC_58
8088,NW_006917095.1.region004.gbk,GCF_2606,GCC_46
8089,NW_006917095.1.region005.gbk,GCF_3985,GCC_4
8090,NW_006917095.1.region006.gbk,GCF_436,GCC_58
8091,NW_006917096.1.region001.gbk,GCF_4482,GCC_46
8092,NW_006917096.1.region002.gbk,GCF_143,GCC_58
8093,NW_006917096.1.region003.gbk,GCF_2942,GCC_46
8094,NW_006917096.1.region004.gbk,GCF_198,GCC_4
8095,NW_006917097.1.region001.gbk,GCF_4417,GCC_4
8096,NW_006917097.1.region002.gbk,GCF_143,GCC_58
8097,NW_006917097.1.region003.gbk,GCF_67,GCC_75
8098,NW_006917097.1.region004.gbk,GCF_1582,GCC_27
8099,NW_006917097.1.region005.gbk,GCF_71,GCC_58
8100,NW_006917097.1.region006.gbk,GCF_29,GCC_58
8101,NW_006917097.1.region007.gbk,GCF_4490,GCC_46
8102,NW_006917097.1.region008.gbk,GCF_4559,GCC_4
8103,NW_006917098.1.region001.gbk,GCF_301,GCC_58
8104,NW_006917098.1.region002.gbk,GCF_718,GCC_58
8105,NW_006917098.1.region003.gbk,GCF_248,GCC_2
8106,NW_006917098.1.region004.gbk,GCF_1565,GCC_46
8107,NW_006917098.1.region005.gbk,GCF_3889,GCC_45
8108,NW_006917098.1.region006.gbk,GCF_20,GCC_46
8109,NW_006917099.1.region001.gbk,GCF_695,GCC_46
8110,NW_006917099.1.region002.gbk,GCF_3874,GCC_4
8111,NW_006917099.1.region003.gbk,GCF_29,GCC_58
8112,NW_006917100.1.region001.gbk,GCF_2988,GCC_12
8113,NW_006917100.1.region002.gbk,GCF_569,GCC_58
8114,NW_006917100.1.region003.gbk,GCF_522,GCC_46
8115,NW_006917100.1.region004.gbk,GCF_29,GCC_58
8116,NW_006917100.1.region005.gbk,GCF_225,GCC_46
8117,NW_006917100.1.region006.gbk,GCF_29,GCC_58
8118,NW_006917100.1.region007.gbk,GCF_143,GCC_58
8119,NW_006917101.1.region001.gbk,GCF_2256,GCC_28
8120,NW_006917101.1.region002.gbk,GCF_29,GCC_58
8121,NW_006917101.1.region003.gbk,GCF_2583,GCC_4
8122,NW_006917102.1.region001.gbk,GCF_4925,GCC_5
8123,NW_006917102.1.region002.gbk,GCF_4123,GCC_12
8124,NW_006917103.1.region001.gbk,GCF_3451,GCC_4
8125,NW_006917104.1.region001.gbk,GCF_143,GCC_58
8126,NW_006917105.1.region001.gbk,GCF_1271,GCC_34
8127,NW_006917106.1.region001.gbk,GCF_29,GCC_58
8128,NW_006917107.1.region001.gbk,GCF_361,GCC_58
8129,NW_006920869.1.region001.gbk,GCF_1090,GCC_58
8130,NW_006920869.1.region002.gbk,GCF_2752,GCC_6
8131,NW_006920871.1.region001.gbk,GCF_182,GCC_46
8132,NW_006920874.1.region001.gbk,GCF_20,GCC_46
8133,NW_006920877.1.region001.gbk,GCF_679,GCC_75
8134,NW_006920877.1.region002.gbk,GCF_267,GCC_4
8135,NW_006920878.1.region001.gbk,GCF_4775,GCC_4
8136,NW_006920879.1.region001.gbk,GCF_760,GCC_46
8137,NW_006920879.1.region002.gbk,GCF_18,GCC_58
8138,NW_006920889.1.region001.gbk,GCF_3241,GCC_75
8139,NW_006920892.1.region001.gbk,GCF_3489,GCC_46
8140,NW_007360984.1.region001.gbk,GCF_3857,GCC_4
8141,NW_007360985.1.region001.gbk,GCF_199,GCC_58
8142,NW_007360985.1.region002.gbk,GCF_143,GCC_58
8143,NW_007360986.1.region001.gbk,GCF_18,GCC_58
8144,NW_007360987.1.region001.gbk,GCF_622,GCC_58
8145,NW_007360987.1.region002.gbk,GCF_425,GCC_46
8146,NW_007360988.1.region001.gbk,GCF_29,GCC_58
8147,NW_007360988.1.region002.gbk,GCF_4777,GCC_58
8148,NW_007360988.1.region003.gbk,GCF_10,GCC_58
8149,NW_007360988.1.region004.gbk,GCF_10,GCC_58
8150,NW_007360989.1.region001.gbk,GCF_992,GCC_12
8151,NW_007360989.1.region002.gbk,GCF_4798,GCC_46
8152,NW_007360989.1.region003.gbk,GCF_4564,GCC_28
8153,NW_007360989.1.region004.gbk,GCF_143,GCC_58
8154,NW_007360990.1.region001.gbk,GCF_2874,GCC_46
8155,NW_007360991.1.region001.gbk,GCF_3562,GCC_75
8156,NW_007360991.1.region002.gbk,GCF_143,GCC_58
8157,NW_007360991.1.region003.gbk,GCF_18,GCC_58
8158,NW_007360991.1.region004.gbk,GCF_143,GCC_58
8159,NW_007360992.1.region001.gbk,GCF_4738,GCC_46
8160,NW_007360993.1.region001.gbk,GCF_284,GCC_58
8161,NW_007360994.1.region001.gbk,GCF_61,GCC_36
8162,NW_007360994.1.region002.gbk,GCF_4345,GCC_46
8163,NW_007360994.1.region003.gbk,GCF_10,GCC_58
8164,NW_007360995.1.region001.gbk,GCF_143,GCC_58
8165,NW_007360996.1.region001.gbk,GCF_29,GCC_58
8166,NW_007360998.1.region001.gbk,GCF_1196,GCC_58
8167,NW_007360999.1.region001.gbk,GCF_2339,GCC_4
8168,NW_007360999.1.region002.gbk,GCF_71,GCC_58
8169,NW_007360999.1.region003.gbk,GCF_4866,GCC_58
8170,NW_007360999.1.region004.gbk,GCF_71,GCC_58
8171,NW_007361000.1.region001.gbk,GCF_261,GCC_58
8172,NW_007361000.1.region002.gbk,GCF_3242,GCC_46
8173,NW_007361000.1.region003.gbk,GCF_2547,GCC_46
8174,NW_007361001.1.region001.gbk,GCF_4855,GCC_46
8175,NW_007361001.1.region002.gbk,GCF_3159,GCC_4
8176,NW_007361001.1.region003.gbk,GCF_143,GCC_58
8177,NW_007361001.1.region004.gbk,GCF_11,GCC_58
8178,NW_007361001.1.region005.gbk,GCF_29,GCC_58
8179,NW_007361002.1.region001.gbk,GCF_29,GCC_58
8180,NW_007361002.1.region002.gbk,GCF_29,GCC_58
8181,NW_007361002.1.region003.gbk,GCF_4230,GCC_27
8182,NW_007361002.1.region004.gbk,GCF_4970,GCC_58
8183,NW_007361002.1.region005.gbk,GCF_94,GCC_4
8184,NW_007361002.1.region006.gbk,GCF_29,GCC_58
8185,NW_007361004.1.region001.gbk,GCF_67,GCC_75
8186,NW_007361004.1.region002.gbk,GCF_534,GCC_46
8187,NW_007361004.1.region003.gbk,GCF_3147,GCC_46
8188,NW_008481797.1.region001.gbk,GCF_244,GCC_75
8189,NW_008481797.1.region002.gbk,GCF_3112,GCC_4
8190,NW_008481799.1.region001.gbk,GCF_4978,GCC_46
8191,NW_008481799.1.region002.gbk,GCF_865,GCC_58
8192,NW_008481800.1.region001.gbk,GCF_288,GCC_30
8193,NW_008481800.1.region002.gbk,GCF_3758,GCC_58
8194,NW_008481801.1.region001.gbk,GCF_3385,GCC_27
8195,NW_008481803.1.region001.gbk,GCF_3984,GCC_46
8196,NW_008481804.1.region001.gbk,GCF_3607,GCC_36
8197,NW_008481808.1.region001.gbk,GCF_55,GCC_46
8198,NW_008481809.1.region001.gbk,GCF_140,GCC_4
8199,NW_008481810.1.region001.gbk,GCF_3152,GCC_46
8200,NW_008481812.1.region001.gbk,GCF_3225,GCC_75
8201,NW_008481812.1.region002.gbk,GCF_3897,GCC_6
8202,NW_008481813.1.region001.gbk,GCF_321,GCC_4
8203,NW_008481816.1.region001.gbk,GCF_29,GCC_58
8204,NW_008481816.1.region002.gbk,GCF_244,GCC_75
8205,NW_008481816.1.region003.gbk,GCF_55,GCC_46
8206,NW_008481816.1.region004.gbk,GCF_203,GCC_75
8207,NW_008481816.1.region005.gbk,GCF_530,GCC_46
8208,NW_008481819.1.region001.gbk,GCF_248,GCC_2
8209,NW_008481827.1.region001.gbk,GCF_896,GCC_46
8210,NW_008481827.1.region002.gbk,GCF_1317,GCC_45
8211,NW_008481827.1.region003.gbk,GCF_3618,GCC_4
8212,NW_008481827.1.region004.gbk,GCF_2190,GCC_27
8213,NW_008481827.1.region005.gbk,GCF_3475,GCC_5
8214,NW_008481827.1.region006.gbk,GCF_1692,GCC_4
8215,NW_008481827.1.region007.gbk,GCF_908,GCC_46
8216,NW_008481828.1.region001.gbk,GCF_257,GCC_36
8217,NW_008481828.1.region002.gbk,GCF_3006,GCC_30
8218,NW_008481828.1.region003.gbk,GCF_18,GCC_58
8219,NW_008481828.1.region004.gbk,GCF_56,GCC_46
8220,NW_008481832.1.region001.gbk,GCF_18,GCC_58
8221,NW_008481833.1.region001.gbk,GCF_18,GCC_58
8222,NW_008751646.1.region001.gbk,GCF_203,GCC_75
8223,NW_008751646.1.region002.gbk,GCF_1312,GCC_46
8224,NW_008751646.1.region003.gbk,GCF_1345,GCC_4
8225,NW_008751647.1.region001.gbk,GCF_244,GCC_75
8226,NW_008751647.1.region002.gbk,GCF_4920,GCC_4
8227,NW_008751648.1.region001.gbk,GCF_288,GCC_30
8228,NW_008751648.1.region002.gbk,GCF_18,GCC_58
8229,NW_008751648.1.region003.gbk,GCF_56,GCC_46
8230,NW_008751649.1.region001.gbk,GCF_2800,GCC_4
8231,NW_008751650.1.region001.gbk,GCF_17,GCC_46
8232,NW_008751650.1.region002.gbk,GCF_29,GCC_58
8233,NW_008751651.1.region001.gbk,GCF_3276,GCC_46
8234,NW_008751651.1.region002.gbk,GCF_123,GCC_27
8235,NW_008751651.1.region003.gbk,GCF_98,GCC_4
8236,NW_008751652.1.region001.gbk,GCF_1035,GCC_2
8237,NW_008751654.1.region001.gbk,GCF_257,GCC_36
8238,NW_008806275.1.region001.gbk,GCF_4608,GCC_30
8239,NW_008806279.1.region001.gbk,GCF_3138,GCC_46
8240,NW_008806289.1.region001.gbk,GCF_3950,GCC_28
8241,NW_008806290.1.region001.gbk,GCF_2429,GCC_75
8242,NW_008806291.1.region001.gbk,GCF_4771,GCC_4
8243,NW_008806292.1.region001.gbk,GCF_1790,GCC_75
8244,NW_008806296.1.region001.gbk,GCF_2951,GCC_46
